semana_inicio,venta_neta_total_eur,Yt_indexed,Yt_scaled,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_digital_perf,inv_digital_awareness,inv_offline,inv_crm,logadstock_digital_perf,logadstock_digital_awareness,logadstock_offline,logadstock_crm,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,time_trend
2020-03-16,1768317.24,0.9982944357808622,1.76831724,1771338.3713461538,27437.19,21335.21,15109.92,9439.83,7852.820000000001,10705.78,11697.62,10057.95,48772.399999999994,24549.75,32461.350000000002,7852.820000000001,-1.531062952296066,-1.3636226536693643,-1.4581616405081093,-1.5413455732180117,1.4039023532375932,0.1704646079805071,0.3384434581237904,-1.373119086479104,0,0,0,0,0,0,1,0.0571428571428571,0.06617993362119845,0.7961201667301154,-0.5166690954410306,-1.5571982899140895
2020-03-23,1760584.38,0.9939288892963002,1.7605843799999998,1771338.3713461538,25514.52,27466.87,18511.68,9108.18,6038.19,14988.17,16529.3,11806.01,52981.39,27619.86,43323.48,6038.19,-1.4038721179015858,-1.2100808410625556,-1.3806070713792336,-1.3530924987117596,1.414213562373095,-1.5042796746621287e-16,-5.537976374676458e-16,-1.414213562373095,1,0,0,0,0,0,1,0.0,0.24054829078235077,0.9190570220321772,-0.5973500995121749,-1.5405437627492327
2020-03-30,1750139.74,0.9880324213097448,1.75013974,1771338.3713461538,26665.82,21151.0,17570.1,9430.82,5760.14,16268.42,15976.28,11467.26,47816.82,27000.92,43711.96,5760.14,-1.3804955476431569,-1.2791004518263092,-1.4415239809602702,-1.2004024839023886,1.4039023532375932,-0.17046460798050667,-0.33844345812379034,-1.373119086479104,1,0,0,0,1,1,1,0.0,0.5182635226885448,0.6888688207741177,-0.5846971745194678,-1.5238892355843763
2020-04-06,1757254.66,0.9920491129340518,1.7572546599999999,1771338.3713461538,24587.03,19158.59,20145.09,9915.67,6577.95,9606.84,13854.26,11660.92,43745.619999999995,30060.760000000002,35122.02,6577.95,-1.3221375233789294,-1.2858245356661715,-1.3641361970058434,-1.2157010641047779,1.373119086479104,-0.33844345812379023,-0.6572178126533419,-1.2522239203637489,0,0,0,0,1,1,1,0.0,0.5600269857704452,0.46082564643517726,-0.5023043041257809,-1.5072347084195197
2020-04-13,1777196.86,1.0033073797466454,1.77719686,1771338.3713461538,24125.38,20732.99,16546.829999999998,9361.0,5219.78,11190.1,10282.59,9805.38,44858.37,25907.829999999998,31278.07,5219.78,-1.3242517638864812,-1.3010767410736164,-1.2984841065750232,-1.248925161307334,1.3223126514448469,-0.5014870405393328,-0.9377970568010312,-1.0585540516456038,0,0,0,0,0,0,1,0.0714285714285714,0.7589343268893254,0.3109418904616715,-0.6298755596404865,-1.490580181254663
2020-04-20,1782651.18,1.0063865881509972,1.78265118,1771338.3713461538,29224.6,23562.53,18834.25,7993.54,6271.17,17732.83,15990.63,11855.62,52787.13,26827.79,45579.08,6271.17,-1.3643825847892168,-1.2645815901652697,-1.3444256803576846,-1.2139277564036854,1.2522239203637486,-0.6572178126533424,-1.1638749447610492,-0.803364869133238,1,0,0,0,0,0,1,0.0285714285714285,0.9005053881839012,-0.1061317811247137,-0.5072910451523183,-1.4739256540898065
2020-04-27,1785623.8,1.008064765538269,1.7856238,1771338.3713461538,24792.69,19370.45,16687.79,11076.08,5685.67,13193.97,11859.49,11720.35,44163.14,27763.870000000003,36773.81,5685.67,-1.3860899050753877,-1.3014510234746346,-1.426043384813513,-1.2884224426589679,1.1638749447610492,-0.8033648691332377,-1.3223126514448469,-0.5014870405393336,1,0,0,0,0,0,1,0.0,1.0111667677624954,0.0638616022155417,-0.6084400161234297,-1.4572711269249499
2020-05-04,1772906.41,1.0008852281863314,1.7729064099999998,1771338.3713461538,25157.73,25575.19,15973.75,8842.630000000001,7914.650000000001,13519.95,15274.81,9413.3,50732.92,24816.38,38208.06,7914.650000000001,-1.3283998310358336,-1.316374794545233,-1.3259965042724216,-1.2685201139652174,1.0585540516456038,-0.9377970568010312,-1.4039023532375934,-0.17046460798050767,1,0,0,0,0,0,1,0.0,1.0607166392155964,-0.4143453365657617,-0.5612520487976869,-1.4406165997600933
2020-05-11,1752795.75,0.9895318581440417,1.75279575,1771338.3713461538,25872.77,22076.3,16512.25,11205.03,3889.86,14245.3,13668.52,10894.63,47949.07,27717.28,38808.45,3889.86,-1.3637671282299422,-1.3133558891691364,-1.3475632639621213,-1.2970353251809126,0.9377970568010313,-1.0585540516456036,-1.4039023532375934,0.1704646079805074,0,0,0,0,0,0,1,0.0,1.1817598966224592,-0.17302980816476748,-0.39482887065831584,-1.4239620725952369
2020-05-18,1735444.11,0.9797360787036554,1.7354441100000002,1771338.3713461538,21165.9,15579.0,15619.7,10709.92,5235.8099999999995,10775.25,12271.57,9485.59,36744.9,26329.620000000003,32532.41,5235.8099999999995,-1.3300177352096165,-1.358230162472911,-1.3483508866243326,-1.1520043072946304,0.8033648691332378,-1.1638749447610492,-1.3223126514448469,0.5014870405393331,0,0,0,0,0,0,1,0.0,1.2452309224361942,-0.6138328400439174,-0.6038254199496189,-1.4073075454303803
2020-05-25,1738230.77,0.9813092733259128,1.73823077,1771338.3713461538,24907.17,17037.67,13580.68,8442.05,4804.34,12610.68,10993.79,13461.93,41944.84,22022.73,37066.4,4804.34,-1.3293116608114228,-1.3475495497733234,-1.342077932824416,-1.339295676865173,0.6572178126533432,-1.252223920363748,-1.1638749447610504,0.8033648691332363,1,0,0,0,0,0,1,0.0,1.3780717682842722,-0.6623640740890063,-0.6498969527171818,-1.3906530182655237
2020-06-01,1780238.17,1.0050243357214028,1.7802381699999998,1771338.3713461538,25302.15,24226.71,16525.3,11146.89,5588.3099999999995,13501.92,13182.49,11433.78,49528.86,27672.19,38118.19,5588.3099999999995,-1.4351580629546288,-1.3613386545231394,-1.4095500849392613,-1.3884927667628841,0.5014870405393335,-1.3223126514448469,-0.9377970568010321,1.058554051645603,1,0,0,0,0,0,1,0.0,1.3896334049566628,-0.6984273391667107,1.7243872076790308,-1.373998491100667
2020-06-08,1799266.96,1.015766941599431,1.79926696,1771338.3713461538,21732.15,19956.6,17272.0,8895.380000000001,7132.58,11290.53,15456.61,8379.42,41688.75,26167.38,35126.56,7132.58,-1.4708500645701656,-1.4423203916428526,-1.4111495094546451,-1.4617538538435897,0.33844345812379045,-1.373119086479104,-0.6572178126533424,1.2522239203637486,0,0,0,0,0,0,1,0.0,1.3792515271283936,-0.8953676231784109,1.839528825112665,-1.3573439639358105
2020-06-15,1753914.1,0.9901632169053552,1.7539141,1771338.3713461538,23893.66,18872.49,19391.04,7870.67,4653.95,9829.0,12628.31,11809.24,42766.15,27261.71,34266.549999999996,4653.95,-1.4265785811904421,-1.415343349491874,-1.400216221314101,-1.4594559011630537,0.170464607980507,-1.4039023532375932,-0.3384434581237909,1.373119086479104,0,0,0,0,0,0,1,0.0285714285714285,1.469385102819274,-1.0713938947286914,1.8009746183701811,-1.340689436770954
2020-06-22,1772195.94,1.0004841359887633,1.77219594,1771338.3713461538,26874.47,16923.24,17769.81,9378.42,4431.5599999999995,14891.73,15393.04,11262.44,43797.71000000001,27148.230000000003,41547.21,4431.5599999999995,-1.466411064034177,-1.4182748473421756,-1.4262358790526228,-1.3381946201789348,-4.869601055442753e-16,-1.414213562373095,8.107396792115883e-16,1.414213562373095,1,0,0,0,0,0,0,0.0571428571428571,1.4049702699302415,-1.2586815576043526,1.5683840854160065,-1.3240349096060975
2020-06-29,1773950.49,1.001474658199755,1.77395049,1771338.3713461538,19748.77,14282.11,12262.62,6248.6,3893.03,10344.19,9241.35,11386.01,34030.880000000005,18511.22,30971.550000000003,3893.03,-1.488044295682001,-1.4028403442844868,-1.4571918256982115,-1.4326914033274374,-0.17046460798050678,-1.4039023532375932,0.33844345812378995,1.373119086479104,1,1,0,0,0,1,0,0.0,1.3190838260781987,-1.5276143075890163,1.8026864846927237,-1.3073803824412409
2020-07-06,1772946.88,1.0009080753174358,1.77294688,1771338.3713461538,55891.76,36568.58,28974.25,15232.24,10823.27,24486.4,29729.48,22132.56,92460.34,44206.49,76348.44,10823.27,-1.4954197874110084,-1.392358527920589,-1.397071015209245,-1.5268716961440745,-0.33844345812379023,-1.373119086479104,0.6572178126533416,1.252223920363749,0,1,0,0,0,1,0,0.0,1.2589161250280039,-1.5325746823394815,1.736667987819011,-1.2907258552763843
2020-07-13,1765067.86,0.9964600149538972,1.76506786,1771338.3713461538,48085.88,35454.66,27620.34,14422.65,10926.94,24322.04,24195.85,18404.95,83540.54000000001,42042.99,66922.84,10926.94,-1.5966061843166208,-1.5253093198919359,-1.4722832443019542,-1.6464534851918837,-0.5014870405393332,-1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,1,0,0.0,1.291241517356932,-1.2188644954181878,1.7923408577869222,-1.2740713281115277
2020-07-20,1745500.74,0.9854134976331382,1.74550074,1771338.3713461538,33087.82,24338.19,23769.88,11612.68,8751.880000000001,13225.83,23419.86,12747.54,57426.009999999995,35382.56,49393.23,8751.880000000001,-1.1223430537425787,-1.2154971412095708,-1.017455148649076,-1.201541670934105,-0.6572178126533419,-1.2522239203637489,1.1638749447610484,0.803364869133239,1,1,0,0,0,1,0,0.0,1.086671333786269,-1.4065543508411835,1.8941596894929411,-1.257416800946671
2020-07-27,1792956.34,1.0122043134183434,1.7929563400000001,1771338.3713461538,35248.61,25632.82,22180.82,10608.76,6538.84,11125.5,17189.75,9786.23,60881.43,32789.58,38101.479999999996,6538.84,-0.8445531135993853,-1.0113402408506296,-0.7743143174816147,-0.8598569932042355,-0.8033648691332375,-1.1638749447610492,1.3223126514448467,0.5014870405393339,1,1,0,0,0,1,0,0.0,1.0727501794256353,-1.3557440256945306,1.789140412053473,-1.2407622737818147
2020-08-03,1775115.97,1.0021326239610422,1.7751159699999999,1771338.3713461538,32914.72,26714.56,18656.34,12649.13,7483.4,15014.32,14855.54,13951.69,59629.28,31305.47,43821.55,7483.4,-0.8547439147343564,-0.9523435380877167,-0.7672972359903149,-0.7491361053522418,-0.937797056801031,-1.0585540516456038,1.403902353237593,0.17046460798050797,1,1,0,0,0,1,0,0.0,0.7546871950504873,-1.543970137847306,1.903463310811108,-1.2241077466169579
2020-08-10,1789197.93,1.0100825223134942,1.7891979299999998,1771338.3713461538,34292.26,28277.78,19399.13,13295.32,7410.54,16429.69,18584.13,16421.89,62570.04,32694.45,51435.71,7410.54,-0.8327857880728513,-0.9444503152009252,-0.8809265103256225,-0.8158776556691433,-1.0585540516456033,-0.9377970568010313,1.403902353237593,-0.17046460798050697,0,1,0,0,0,1,1,0.0,0.657946969832527,-1.3761217814261697,1.7108411350397794,-1.2074532194521015
2020-08-17,1752239.01,0.9892175534301564,1.75223901,1771338.3713461538,30204.01,25392.61,20562.08,12560.09,7494.74,14743.12,19936.26,12028.15,55596.619999999995,33122.17,46707.53,7494.74,-0.8261430753865844,-0.9604946911976355,-0.9117600774975843,-0.8030563078890787,-1.1638749447610492,-0.803364869133238,1.3223126514448467,-0.5014870405393328,0,0,0,0,0,1,0,0.0571428571428571,0.5928242816370223,-1.286969100100247,1.6148277630362962,-1.1907986922872447
2020-08-24,1762217.96,0.9948511185137244,1.7622179599999999,1771338.3713461538,21992.17,18729.15,15653.75,7265.8,4398.8,10848.41,12060.16,10296.63,40721.32,22919.55,33205.2,4398.8,-0.7953607667969024,-0.9523951914462206,-0.8551560764502774,-0.7979321190520907,-1.252223920363748,-0.6572178126533433,1.1638749447610501,-0.8033648691332362,1,0,0,0,0,1,0,0.0571428571428571,0.3851867250716433,-1.3821546696361946,1.6681189059467563,-1.174144165122388
2020-08-31,1747197.06,0.98637114639604,1.74719706,1771338.3713461538,21778.62,17190.97,13722.87,7250.639999999999,5257.69,11822.27,12292.78,7893.74,38969.59,20973.510000000002,32008.79,5257.69,-0.8311797288010011,-0.9394885948029507,-0.860286298741859,-0.7879302751773047,-1.3223126514448469,-0.5014870405393336,0.9377970568010318,-1.058554051645603,1,0,0,0,0,1,1,0.0,0.3217156992579084,-0.9845203045043341,-0.1501808444757971,-1.1574896379575317
2020-09-07,1754857.4,0.9906957520862436,1.7548574,1771338.3713461538,27411.78,33213.53,23779.96,12123.91,7115.9,15972.72,18700.26,17169.17,60625.31,35903.869999999995,51842.149999999994,7115.9,-0.9912863280226195,-1.0842913393313438,-1.0096763186592086,-1.0005691148943239,-1.373119086479104,-0.33844345812379056,0.6572178126533424,-1.2522239203637486,0,0,0,0,0,0,0,0.0,0.1254038275960959,-1.270479205659512,-0.5037928835366875,-1.140835110792675
2020-09-14,1775536.74,1.0023701675082304,1.77553674,1771338.3713461538,18023.18,16342.06,13124.81,6808.53,3616.06,9881.89,9599.89,8075.53,34365.24,19933.34,27557.309999999998,3616.06,-1.138379569052793,-1.2332930555394948,-1.1451540825986968,-1.1123156842781865,-1.4039023532375932,-0.17046460798050767,0.33844345812379195,-1.3731190864791039,0,0,0,0,0,0,0,0.0,-0.09379536564167297,-1.0177682217506927,-0.5512041377740665,-1.1241805836278185
2020-09-21,1766722.22,0.9973939754138303,1.76672222,1771338.3713461538,29688.24,21920.26,18874.71,9899.6,5802.55,13568.98,17005.670000000002,10475.33,51608.5,28774.309999999998,41049.98,5802.55,-1.0601530321970571,-1.1194459954355913,-1.0349866693276566,-1.065450332417138,-1.414213562373095,-1.827918982236551e-16,4.206217685000614e-16,-1.414213562373095,1,0,0,0,0,0,0,0.0,-0.2905791408411342,-0.8269948901314625,-0.49017238192689117,-1.1075260564629619
2020-09-28,1766403.3,0.9972139307621936,1.7664033000000001,1771338.3713461538,26553.06,26163.1,18878.96,10716.35,4392.76,15460.42,18398.56,13044.69,52716.16,29595.309999999998,46903.670000000006,4392.76,-1.237313367981954,-1.278611091054966,-1.2157571571893409,-1.2886169401194252,-1.4039023532375932,0.1704646079805074,-0.3384434581237912,-1.373119086479104,1,0,0,0,0,0,0,0.0,-0.33517402514892536,-0.5278976990966748,-0.7217209092934309,-1.0908715292981053
2020-10-05,1738441.98,0.9814285108490288,1.73844198,1771338.3713461538,34796.04,22437.09,22218.2,11392.15,5203.89,14552.86,18513.75,9259.85,57233.130000000005,33610.35,42326.46,5203.89,-1.221084071396274,-1.2670874968151462,-1.2106168915970543,-1.3042715468478774,-1.373119086479104,0.3384434581237901,-0.6572178126533416,-1.252223920363749,1,0,0,0,0,0,1,0.0,-0.5888221766350417,-0.36326688305421795,-0.5871533305474638,-1.0742170021332489
2020-10-12,1780682.79,1.0052753436638675,1.78068279,1771338.3713461538,33224.97,23711.99,21335.52,12059.71,9279.1,15104.16,19546.11,12539.25,56936.96000000001,33395.229999999996,47189.520000000004,9279.1,-1.197908644289913,-1.2448910976487353,-1.1410543154474764,-1.4253784252494837,-1.3223126514448469,0.5014870405393331,-0.9377970568010313,-1.0585540516456036,0,0,0,0,0,0,0,0.0,-0.7447862958278998,-0.3404759720385687,-0.618339069205959,-1.0575624749683923
2020-10-19,1749953.04,0.9879270207815226,1.74995304,1771338.3713461538,30304.54,27028.49,19645.58,12590.1,6575.96,13820.38,13675.55,11252.49,57333.03,32235.68,38748.42,6575.96,-1.1380392611194645,-1.1642280250302028,-1.1366283268688078,-1.4603059370447515,-1.2522239203637489,0.6572178126533419,-1.1638749447610484,-0.8033648691332392,1,0,0,0,0,0,0,0.0,-0.8629981320088708,-0.012286853413215872,-0.6345645847848427,-1.0409079478035357
2020-10-26,1786566.45,1.008596933764989,1.78656645,1771338.3713461538,27090.44,23571.76,18965.31,11111.79,6888.69,14685.76,15578.93,9890.63,50662.2,30077.100000000002,40155.32,6888.69,-1.0932394059017745,-1.1037798023275467,-1.0793063502590086,-1.176569290335302,-1.1638749447610501,0.8033648691332363,-1.3223126514448458,-0.5014870405393362,1,0,0,0,0,0,0,0.0,-0.9302443861237941,-0.01349343105522089,-0.5590936086518721,-1.024253420638679
2020-11-02,1747737.44,0.986676215155765,1.7477374399999999,1771338.3713461538,28399.81,24468.3,21960.92,8897.77,7220.55,16246.13,13727.86,9811.51,52868.11,30858.69,39785.5,7220.55,-1.0540600120954964,-1.0736468274604563,-1.1267928220617263,-1.1564478188195777,-1.0585540516456033,0.9377970568010315,-1.4039023532375934,-0.1704646079805068,1,0,0,0,0,0,1,0.0,-1.0482202705359416,0.35035676010050076,-0.6771379559367746,-1.0075988934738223
2020-11-09,1755932.38,0.9913026265363144,1.75593238,1771338.3713461538,43985.64,32055.36,30487.98,12127.96,6618.53,24064.7,23056.2,17086.74,76041.0,42615.94,64207.64,6618.53,-1.0829915010738633,-1.0827865023179364,-1.1493581673066768,-1.1172375931262817,-0.937797056801032,1.058554051645603,-1.4039023532375934,0.17046460798050572,0,0,0,0,0,0,0,0.0,-1.2265998077671076,0.30624964407609684,-0.6249632475844943,-0.990944366308966
2020-11-16,1755556.05,0.9910901713633856,1.75555605,1771338.3713461538,51754.06,43942.75,33831.340000000004,16966.39,16018.54,23728.0,31706.32,22865.48,95696.81,50797.73,78299.8,16018.54,-1.0862217914953332,-1.0780736392999872,-1.1716024828612055,-1.0616864345723103,-0.803364869133238,1.1638749447610492,-1.3223126514448469,0.5014870405393328,0,0,1,0,0,0,1,0.0,-1.3160255281515152,0.41336692584964924,-0.602039124656531,-0.9742898391441092
2020-11-23,1751220.08,0.9886423217203472,1.7512200800000002,1771338.3713461538,34834.27,38042.7,26015.22,15574.17,8354.57,22527.14,17092.12,14907.85,72876.97,41589.39,54527.10999999999,8354.57,-0.8822927088028625,-0.8961936181674343,-0.9215898438376003,-1.0615482885719907,-0.6572178126533423,1.2522239203637486,-1.163874944761049,0.8033648691332382,1,0,1,0,0,0,1,0.0,-1.389878431793519,0.7537558850774957,-0.626451826995401,-0.9576353119792529
2020-11-30,1766610.75,0.9973310455965784,1.76661075,1771338.3713461538,34728.38,29571.72,30720.64,11704.8,7631.4,15110.45,18681.28,14547.53,64300.1,42425.44,48339.259999999995,7631.4,-0.5580709165501798,-0.6363085095843758,-0.5837648848281598,-0.408363274963498,-0.5014870405393337,1.3223126514448469,-0.9377970568010323,1.058554051645603,1,0,1,1,0,0,1,0.0,-1.4245633418106902,0.9092703367136923,-0.7185204635599814,-0.9409807848143963
2020-12-07,1753133.34,0.9897224428485007,1.75313334,1771338.3713461538,33072.75,28292.37,23144.31,14422.29,8488.81,17900.81,18443.02,11607.16,61365.119999999995,37566.600000000006,47950.990000000005,8488.81,-0.49553495585278623,-0.564930546754476,-0.5623590438121269,-0.4177850524340213,-0.3384434581237908,1.373119086479104,-0.6572178126533428,1.2522239203637486,0,0,0,1,0,0,0,0.0,-1.4358890267142566,0.973353015922401,-0.5725652523205779,-0.9243262576495397
2020-12-14,1764335.42,0.996046519705418,1.7643354199999999,1771338.3713461538,41467.96,32896.67,27087.52,16156.8,9846.32,19939.92,19486.55,12917.57,74364.63,43244.32,52344.04,9846.32,-0.5164513285287402,-0.4967228763468315,-0.6080864547220411,-0.47334091278526663,-0.17046460798050792,1.4039023532375932,-0.33844345812379245,1.3731190864791039,0,0,0,1,0,1,0,0.0,-1.4172488369771372,1.0505739850107187,-0.6649316047673397,-0.907671730484683
2020-12-21,1779872.93,1.0048181413511412,1.77987293,1771338.3713461538,35532.74,25886.09,32700.84,17536.01,9501.45,22228.91,19343.94,16643.010000000002,61418.83,50236.85,58215.86,9501.45,-0.5576090434923275,-0.5104149922642095,-0.6488999705886299,-0.4608572230289951,8.775772111349588e-16,1.414213562373095,1.720431223664411e-15,1.414213562373095,1,0,0,1,0,1,1,0.0,-1.4014400684659096,1.3278187143069726,-0.593851937896544,-0.8910172033198266
2020-12-28,2145667.98,1.2113258622458278,2.14566798,1771338.3713461538,39638.21,39573.54,26417.24,14022.34,7365.46,27518.82,17942.25,18122.37,79211.75,40439.58,63583.44,7365.46,-0.48292591687331227,-0.44219712913149556,-0.6365618849415232,-0.3613939145011192,0.17046460798050714,1.4039023532375932,0.3384434581237908,1.373119086479104,1,0,0,0,0,1,0,0.0,-1.4153612228265426,1.1383860245121922,-0.69269361078075,-0.8743626761549699
2021-01-04,2661219.74,1.0030136047869724,2.6612197400000004,2653223.9715384617,57617.64,47633.4,35333.5,17212.55,13370.3,22626.72,31107.7,20009.64,105251.04000000001,52546.05,73744.06,13370.3,-0.5301519220836137,-0.29287016569695273,-0.5669227329213959,-0.30528357534417366,0.170464607980507,1.4039023532375932,0.3384434581237905,1.373119086479104,1,1,0,0,0,0,0,0.0,-1.3549575700075234,1.3964595757188119,-0.5648990683544083,-0.8577081489901134
2021-01-11,2658052.83,1.0018199965450856,2.65805283,2653223.9715384617,55239.5,43235.11,33258.89,20508.73,11726.64,30629.74,28802.24,20430.04,98474.61,53767.619999999995,79862.02,11726.64,-0.42162451436880183,-0.3073605672964012,-0.4581038778273574,-0.3998635329662749,0.3384434581237906,1.373119086479104,0.6572178126533424,1.2522239203637486,0,1,0,0,0,0,0,0.0,-1.280396811059047,1.2741930413289742,-0.544207814542805,-0.8410536218252567
2021-01-18,2641187.04,0.9954632810242996,2.64118704,2653223.9715384617,58715.5,44117.8,37889.35,19694.64,13477.51,24962.04,34003.06,23586.19,102833.3,57583.99,82551.29,13477.51,-0.13046842072101478,-0.15674503463723488,-0.27345638443889736,-0.08856097367534368,0.5014870405393332,1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,0,0,0.0,-1.1199496082585272,1.4232724122078113,-0.6155851972957819,-0.8243990946604002
2021-01-25,2605796.55,0.982124606875551,2.60579655,2653223.9715384617,53654.22,40898.39,28090.6,14614.51,11611.4,24520.55,26566.42,23883.43,94552.61,42705.11,74970.4,11611.4,0.042038912667517754,-0.023053413377596428,-0.07214774099003896,0.04983210613544022,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332378,1,1,0,0,0,0,0,0.0,-1.0673323638107088,1.549829000435888,-0.5408585108682649,-0.8077445674955436
2021-02-01,2654187.01,1.0003629691544584,2.65418701,2653223.9715384617,24151.6,21342.84,17677.18,10983.37,5547.07,10350.38,13449.36,10823.85,45494.44,28660.550000000003,34623.59,5547.07,0.2088414261086917,0.1301636954050587,0.10876059308961526,0.262888884595585,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393331,1,1,0,0,0,0,0,0.0,-0.9116041963866756,1.2346441075077002,-0.6248143896434035,-0.791090040330687
