semana_inicio,venta_neta_total_eur,Yt_indexed,Yt_scaled,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_digital_perf,inv_digital_awareness,inv_offline,inv_crm,logadstock_digital_perf,logadstock_digital_awareness,logadstock_offline,logadstock_crm,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,time_trend,logadstock_digital_perf__C1,logadstock_digital_awareness__C1,logadstock_offline__C1,logadstock_crm__C1,logadstock_digital_perf__C2,logadstock_digital_awareness__C2,logadstock_offline__C2,logadstock_crm__C2,logadstock_digital_perf__C3,logadstock_digital_awareness__C3,logadstock_offline__C3,logadstock_crm__C3,logadstock_digital_perf__C4,logadstock_digital_awareness__C4,logadstock_offline__C4,logadstock_crm__C4,logadstock_digital_perf__C6,logadstock_digital_awareness__C6,logadstock_offline__C6,logadstock_crm__C6,logadstock_digital_perf__C7,logadstock_digital_awareness__C7,logadstock_offline__C7,logadstock_crm__C7,logadstock_digital_perf__C8,logadstock_digital_awareness__C8,logadstock_offline__C8,logadstock_crm__C8,logadstock_paid_search__C9,logadstock_social_paid__C9,logadstock_video_online__C9,logadstock_display__C9,logadstock_email_crm__C9,logadstock_radio_local__C9,logadstock_exterior__C9,logadstock_prensa__C9,logadstock_digital_perf__C10,logadstock_digital_awareness__C10,logadstock_offline__C10,logadstock_crm__C10
2020-12-21,1779872.93,1.0048181413511412,1.77987293,1771338.3713461538,35532.74,25886.09,32700.84,17536.01,9501.45,22228.91,19343.94,16643.010000000002,61418.83,50236.85,58215.86,9501.45,-0.5576090434923275,-0.5104149922642095,-0.6488999705886299,-0.4608572230289951,8.775772111349588e-16,1.414213562373095,1.720431223664411e-15,1.414213562373095,1,0,0,1,0,1,1,0.0,-1.4014400684659096,1.3278187143069726,-0.593851937896544,-0.8910172033198266,-0.5366225350129223,-0.5914164025224348,-0.5788178554826622,-0.5200686226837633,-0.5453982087545572,-0.6016481180671499,-0.5892935576763779,-0.5293045710922432,0.32670991265514654,0.24831706000019227,0.23907437641771515,0.31987520434348005,0.678562951676805,0.5578586401054245,0.6232793574106319,0.6731467002231403,-0.5366225350129223,-0.5914164025224348,-0.6283517479983531,-0.3889466007687306,-0.4831817063498077,-0.5441728468522045,-0.6775647116747999,-0.18632239475516948,-0.7474613363828814,-0.42923454309265013,-0.5624040919299975,-0.13466467158374462,-0.5975787993968095,-0.457272268801129,-0.5669286612082122,-0.6342592768912813,-0.5200686226837633,-0.5198135464188048,-0.5802147521323134,-0.6456299645466798,1.1943779149022675,1.688330859452498,0.9082829894213725,0.7913276812104847
2020-12-28,2145667.98,1.2113258622458278,2.14566798,1771338.3713461538,39638.21,39573.54,26417.24,14022.34,7365.46,27518.82,17942.25,18122.37,79211.75,40439.58,63583.44,7365.46,-0.48292591687331227,-0.44219712913149556,-0.6365618849415232,-0.3613939145011192,0.17046460798050714,1.4039023532375932,0.3384434581237908,1.373119086479104,1,0,0,0,0,1,0,0.0,-1.4153612228265426,1.1383860245121922,-0.69269361078075,-0.8743626761549699,-0.521303261605404,-0.5361011582581434,-0.5771360595690879,-0.515775042583381,-0.5300325995213415,-0.5462080384859014,-0.5876075835311486,-0.5249961907256522,0.3222768489151627,0.30899764859076906,0.2134198519864697,0.3030266083177663,0.7051189860345407,0.6553322628971602,0.6262409725214725,0.6804678720499489,-0.521303261605404,-0.5361011582581434,-0.43487023421563237,-0.4912589823026069,-0.4811736263275767,-0.4801830429469903,-0.6045869488782745,-0.6817790698129484,-0.3104496997540856,-0.347070372698166,-0.6018954656727835,-0.14685198952299972,-0.5837159156147834,-0.44013644840306143,-0.48212494449210536,-0.6344687085212783,-0.515775042583381,-0.5411687140696853,-0.5721017190961577,-0.6236542497029519,1.3855379880935133,1.6596357384654965,0.8766311421221396,0.8003223576279331
2021-01-04,2661219.74,1.0030136047869724,2.6612197400000004,2653223.9715384617,57617.64,47633.4,35333.5,17212.55,13370.3,22626.72,31107.7,20009.64,105251.04000000001,52546.05,73744.06,13370.3,-0.5301519220836137,-0.29287016569695273,-0.5669227329213959,-0.30528357534417366,0.170464607980507,1.4039023532375932,0.3384434581237905,1.373119086479104,1,1,0,0,0,0,0,0.0,-1.3549575700075234,1.3964595757188119,-0.5648990683544083,-0.8577081489901134,-0.5186965849964359,-0.5182643108658842,-0.5774335847469134,-0.4852535870305201,-0.5274177753400964,-0.5283219753840769,-0.5879058507185614,-0.4943632633042812,0.3180249111766169,0.32966107144242174,0.20469937889889964,0.3519522941767661,0.7096356162347845,0.6867061299973849,0.6257170548741766,0.7324686188561536,-0.5186965849964359,-0.5182643108658842,-0.11445080865049569,-0.15450233748811448,-0.4965748463503373,-0.4742584728018736,-0.4883507394612316,0.5129722203747017,0.5003574128115812,-0.11487021314980433,-0.5899570582832728,-0.6534576906533961,-0.5825386850055146,-0.4357315642727815,-0.4817873851531066,-0.5837335090953041,-0.4852535870305201,-0.5231795717653207,-0.5677851381795324,-0.653084784910423,1.4295787671746092,1.5072084498961813,0.8442012272011601,0.8640006281132746
2021-01-11,2658052.83,1.0018199965450856,2.65805283,2653223.9715384617,55239.5,43235.11,33258.89,20508.73,11726.64,30629.74,28802.24,20430.04,98474.61,53767.619999999995,79862.02,11726.64,-0.42162451436880183,-0.3073605672964012,-0.4581038778273574,-0.3998635329662749,0.3384434581237906,1.373119086479104,0.6572178126533424,1.2522239203637486,0,1,0,0,0,0,0,0.0,-1.280396811059047,1.2741930413289742,-0.544207814542805,-0.8410536218252567,-0.46717844513846335,-0.46561117744134933,-0.5572482680788005,-0.41617968508143754,-0.4757229568676017,-0.47549823592545915,-0.5676674261115601,-0.4249967616720408,0.3329437047025557,0.34596539387147646,0.17485683216500694,0.3967784300646103,0.7987800069298716,0.7791585642160851,0.6612429570585066,0.849878850786122,-0.46717844513846335,-0.46561117744134933,0.18878984824995562,-0.004790264692608746,-0.43413662833847333,-0.4133406886994821,-0.3554042608573698,0.4583612087422386,0.5593535078644053,-0.23249194228461117,-0.5225739573837822,0.5756282066759634,-0.5245820095946517,-0.3924059957204317,-0.4423894490911183,-0.506482239102967,-0.41617968508143754,-0.4800426571108075,-0.5508943602459283,-0.6576499181510305,1.409364930983963,1.4050201463307916,0.8763057318532712,1.0063704366964534
2021-01-18,2641187.04,0.9954632810242996,2.64118704,2653223.9715384617,58715.5,44117.8,37889.35,19694.64,13477.51,24962.04,34003.06,23586.19,102833.3,57583.99,82551.29,13477.51,-0.13046842072101478,-0.15674503463723488,-0.27345638443889736,-0.08856097367534368,0.5014870405393332,1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,0,0,0.0,-1.1199496082585272,1.4232724122078113,-0.6155851972957819,-0.8243990946604002,-0.4697809745771922,-0.3742369379573597,-0.5120157457832952,-0.3651964470183247,-0.4783351241416319,-0.3837388842991997,-0.5222955694538821,-0.37376195809550844,0.2746323429930089,0.4301470008382314,0.18999566600990522,0.42224180331318556,0.7942822604607498,0.9390380790712466,0.7407139211529544,0.9362984963308104,-0.4697809745771922,-0.3742369379573597,0.41419738689194174,0.2256957440767549,-0.456151741496977,-0.29460514647414504,-0.22518232935238416,0.783723151608571,0.6834777387582991,0.01018550272966611,-0.41728100319451517,0.47031036541823235,-0.5127253389579901,-0.41332888090481634,-0.35235660218755793,-0.41289269379483495,-0.3651964470183247,-0.41158890960279415,-0.537507845401376,-0.5994851150312869,1.4291915433346913,1.3964034409462431,0.9812137299550832,1.1098443413027308
2021-01-25,2605796.55,0.982124606875551,2.60579655,2653223.9715384617,53654.22,40898.39,28090.6,14614.51,11611.4,24520.55,26566.42,23883.43,94552.61,42705.11,74970.4,11611.4,0.042038912667517754,-0.023053413377596428,-0.07214774099003896,0.04983210613544022,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332378,1,1,0,0,0,0,0,0.0,-1.0673323638107088,1.549829000435888,-0.5408585108682649,-0.8077445674955436,-0.4054557132415331,-0.35470186942826226,-0.4471229748815849,-0.3843996096966764,-0.413749556715556,-0.36410694747624855,-0.4571541419529254,-0.39306340523707267,0.29598566947401694,0.3865475328734956,0.21492701949946522,0.3272210963776539,0.9052795962681248,0.9731278313321498,0.8543983854917117,0.9037717436042902,-0.4054557132415331,-0.35470186942826226,0.40685118209169974,0.2871738492281281,-0.37236456093801074,-0.28870179504771215,-0.14623234153787598,0.5052035445366242,0.5174990909282822,0.1812301352707922,-0.23861794272773162,0.7916331256726946,-0.4745767537777988,-0.31599311818194525,-0.3330830073242723,-0.39293137534462436,-0.3843996096966764,-0.2829749640321772,-0.5428879352163059,-0.5233457407853789,1.3755030642120978,1.0897267619793967,1.1355899613348543,1.0710343145740482
2021-02-01,2654187.01,1.0003629691544584,2.65418701,2653223.9715384617,24151.6,21342.84,17677.18,10983.37,5547.07,10350.38,13449.36,10823.85,45494.44,28660.550000000003,34623.59,5547.07,0.2088414261086917,0.1301636954050587,0.10876059308961526,0.262888884595585,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393331,1,1,0,0,0,0,0,0.0,-0.9116041963866756,1.2346441075077002,-0.6248143896434035,-0.791090040330687,-0.2530125561525214,-0.2616359538122295,-0.34377208280649335,-0.22119612656645468,-0.26050767534823505,-0.2705099946809473,-0.353289894638687,-0.22889003296769328,0.32939882414763866,0.35131811773341887,0.196630601833521,0.3732430493631477,0.947082566044187,0.9519444020831425,0.8355249313470162,0.9482234088648615,-0.2530125561525214,-0.2616359538122295,-0.3916535985605481,-0.05736846039729709,-0.15692729134283345,-0.16897136736538537,-0.2687170271014381,-0.9280516520249732,-0.9010630812251638,0.37299298990103996,-0.043835906411751856,0.4920115597801146,-0.32235479714025395,-0.1634787345379829,-0.2304149163600321,-0.3180605584165426,-0.22119612656645468,-0.23112290545987485,-0.38628481914834084,-0.4252211312163802,0.8800128307545866,0.5101225878324134,1.0743356870018377,1.1240310507539906
2021-02-08,2645131.22,0.9969498422955342,2.64513122,2653223.9715384617,30310.45,21636.43,17654.12,13984.54,5264.860000000001,12852.87,18166.47,10349.07,51946.880000000005,31638.66,41368.41,5264.860000000001,0.27918558789173437,0.06313805222164355,0.1821091000012888,0.31971738309387565,0.9377970568010313,1.0585540516456033,1.403902353237593,0.1704646079805071,0,1,0,0,0,0,0,0.0,-0.7877295177539213,1.3705851885069273,-0.6110450300925165,-0.7744355131658305,-0.14331719109610827,-0.17176358994509794,-0.22557494909781856,-0.1258882535494148,-0.15008202523749536,-0.18001684632412346,-0.23433157348869446,-0.13287641168063102,0.3333904917110175,0.3300507862996892,0.2132881546027893,0.3609803479231856,0.9557173343653571,0.9420050353137742,0.8506128482400592,0.9325951233313202,-0.14331719109610827,-0.17176358994509794,-0.7706878679125133,-0.3660085114610043,-0.016193732619348127,-0.057910746985181526,-0.34783823731748964,-1.4275954733661707,-1.1834070211844616,0.12731084778893328,0.13120533056821246,-0.9630005596358022,-0.20396908081586332,-0.06490257674857015,-0.15906175700171368,-0.19400754841898885,-0.1258882535494148,-0.08582732936519309,-0.27628919667023943,-0.33170990350448093,0.48013413802508415,0.07085629780440778,1.0729604089644942,1.1054339657647958
2021-02-15,2646821.62,0.9975869539823472,2.6468216200000003,2653223.9715384617,41592.42,33314.35,23934.32,11567.08,9051.36,18381.68,22988.56,16743.06,74906.76999999999,35501.4,58113.3,9051.36,-0.029284581472010702,-0.17449060904701394,-0.12931890539073365,0.0012292851059419743,1.0585540516456033,0.9377970568010315,1.403902353237593,-0.17046460798050667,0,0,0,0,0,0,0,0.0,-0.6310575432545902,1.2245892938243257,-0.5780729961409327,-0.7577809860009739,-0.031202057958971522,-0.06925002948114987,-0.10981186820966417,0.008449505973111855,-0.03708861291683259,-0.07666759522150503,-0.11764606830054242,0.002627039780738778,0.334098613516485,0.3180254503578508,0.22121598909290294,0.3867159579823732,0.9819921925923175,0.9616800576379223,0.8782134949329977,0.9776236711308437,-0.031202057958971522,-0.06925002948114987,-0.6351112085939493,-0.35389837476006564,0.12370961452010497,0.06923014154043176,-0.33723765518177795,-0.5777778687612473,-0.5551340754367445,-0.3937461124521573,0.20217455182130775,-1.3865099923175292,-0.07790154406639126,0.029349879890137338,-0.05288680526736615,-0.09859791705535532,0.008449505973111855,-0.02666490018828072,-0.11892436109422713,-0.19985327638175357,0.3652271409656703,-0.20325347501580845,1.0942356134217026,1.1589106624625858
2021-02-22,2649383.16,0.998552398297444,2.64938316,2653223.9715384617,26044.06,25200.01,21808.01,10418.98,6717.73,15243.54,14313.23,14153.68,51244.07,32226.989999999998,43710.45,6717.73,-0.23634534216795058,-0.3308415877765749,-0.32426107037419244,-0.2840791853612783,1.1638749447610492,0.8033648691332378,1.3223126514448467,-0.5014870405393328,1,0,0,0,0,0,0,0.0,-0.4901943372664867,1.129135595923487,-0.5332667558726405,-0.7411264588361174,0.03940483916739514,-0.06685453178929109,-0.03963345328033939,0.07453481966272806,0.03413877069735505,-0.07425096025003507,-0.04682456897192883,0.06935805197079686,0.35621832226423,0.2469681555144836,0.24460657890172163,0.4042182123620674,0.970463377250457,0.8673625934453397,0.86343150929013,0.9552288401880524,0.03940483916739514,-0.06685453178929109,-0.871467612242115,-0.5088859013915574,0.1973008652034942,0.04222222731618719,-0.39865718375258186,-0.9481885651818802,-1.0953678807914222,-0.645226348289749,-0.09915330257671084,-0.4825900290504106,0.002217862259413927,0.08771680826512973,-0.048365015237818096,-0.1001573773379465,0.07453481966272806,0.0207202587076758,-0.06518372655697387,-0.07931007421262871,0.0021145475624560965,-0.5231225267626702,1.048889970627634,1.1323546556261608
2021-03-01,2632623.72,0.9922357660870534,2.6326237200000002,2653223.9715384617,42828.22,39770.4,35306.77,13106.17,11210.59,21896.77,23594.69,16566.75,82598.62,48412.939999999995,62058.21,11210.59,-0.2233416423053094,-0.40543557117088097,-0.31959286385245383,-0.2728843701691104,1.2522239203637484,0.6572178126533428,1.1638749447610492,-0.8033648691332377,1,0,0,0,0,0,1,0.0,-0.3800048612255413,1.2067587575591405,-0.5082586217694078,-0.7244719316712608,-0.06717228876333912,-0.14929549156370495,-0.14851152403660708,-0.037603001777734985,-0.07335500812317765,-0.15737715404604394,-0.15667337304253393,-0.043847391002515,0.3515820629558853,0.2898744742846646,0.2255913505756887,0.3924133510555127,0.7484178107732987,0.6729698139692564,0.6356976507840241,0.7270369825751766,-0.06717228876333912,-0.14929549156370495,-0.6083078921112639,-0.3161761670448959,0.0021305456784969723,-0.10972239351286876,-0.363414197653379,0.013222714312140048,-0.3092177357249881,-0.6903888791357758,-0.2877758527830309,-0.8901845018015186,-0.10806815604723166,-0.013949676090583393,-0.14075720574205158,-0.1639071415679419,-0.037603001777734985,-0.10870437108447967,-0.16756094087565468,-0.1703541342967387,0.04059452389081367,-0.33481976126862406,0.6466896662809551,0.8573666122475395
2021-03-08,2666274.29,1.0049186644631327,2.66627429,2653223.9715384617,42112.6,30988.86,22259.26,11875.13,9047.29,19599.18,19372.5,14712.4,73101.45999999999,34134.39,53684.08,9047.29,-0.4021015581176848,-0.5114988416891828,-0.45759033422998746,-0.4161583551296468,1.3223126514448469,0.5014870405393331,0.9377970568010312,-1.0585540516456036,0,0,0,0,0,0,0,0.0142857142857142,-0.17260325642898736,1.0578134508627488,-0.5487479817460703,-0.7078174045064042,-0.14189461831653646,-0.2062752623463248,-0.21884868278823377,-0.14872747442060896,-0.14864913862278506,-0.21477935410187365,-0.22755647021570352,-0.1558940016272414,0.3483924025683638,0.31459071019538104,0.22700349425920116,0.3149107504154767,0.5717795533638763,0.5173178338500432,0.4619277206690541,0.5054735047593375,-0.14189461831653646,-0.2062752623463248,-0.6346372515979906,-0.314356990819493,-0.13360150937720325,-0.2139381330283575,-0.37304374194617446,-0.236008562817599,-0.35680250699174304,-0.8120792143837673,-0.28325895474948476,0.09157513893434603,-0.17017382873469059,-0.1046652644557465,-0.22549321367746514,-0.16979671853006803,-0.14872747442060896,-0.19651726400483055,-0.205900027072434,-0.2610132891945118,-0.03472099378565662,-0.5795573537113388,0.3367269091650816,0.583457600719036
2021-03-15,2660038.27,1.002568308795125,2.66003827,2653223.9715384617,38960.96,28824.8,22555.5,11209.27,9673.48,13808.52,19688.49,14960.14,67785.76,33764.770000000004,48457.15,9673.48,-0.2936604815043652,-0.3718360202022567,-0.38699829811943837,-0.23801339850212125,1.373119086479104,0.3384434581237911,0.6572178126533432,-1.252223920363748,0,0,0,0,0,0,0,0.0714285714285714,-0.02961648452146457,0.809794713339505,-0.6786265353476814,-0.6911628773415475,-0.12804617449143973,-0.23420267391684058,-0.209424731304944,-0.1391751163575286,-0.13469917112590857,-0.24289839981870667,-0.21806310203934315,-0.14626774782612645,0.36847271669190296,0.26020516744889166,0.24024028202243955,0.3323033448385228,0.5135478760557771,0.4056326761195216,0.39580954905324167,0.4384101195704229,-0.12804617449143973,-0.23420267391684058,-0.765217919664888,-0.26959728495383856,-0.12444631149083363,-0.26706955867477367,-0.4076012353104883,-0.1595641691727566,-0.5251653157205182,-0.4280986584188153,-0.4167841008504426,-0.20317614871176934,-0.15507862307979403,-0.09243728546813863,-0.24276643300278714,-0.2170958106133215,-0.1391751163575286,-0.2069899023218509,-0.184165021949482,-0.24332496321315766,-0.1612962852576745,-0.7930889739582289,0.23317175685633348,0.4993854735083845
2021-03-22,2654472.95,1.0004707399280786,2.65447295,2653223.9715384617,44045.98,35403.89,31256.83,16606.9,10575.55,24505.85,20474.75,14754.95,79449.87,47863.73,59735.55,10575.55,-0.28341435508921586,-0.4575760451279793,-0.4133131825359214,-0.23633172772417754,1.4039023532375932,0.1704646079805071,0.3384434581237904,-1.373119086479104,1,0,0,0,1,1,0,0.0,0.1494709080161736,0.7217145454731421,-0.5611031908565962,-0.6745083501766911,-0.199915920348516,-0.27978131061071837,-0.2640279620246068,-0.19893601679999878,-0.20707363413256466,-0.2887678678001236,-0.27305241465604746,-0.20647419631219122,0.34735997096035653,0.2839038991621259,0.25111052704831727,0.34128708005003255,0.3524076755359679,0.2768805103445932,0.2545202484778049,0.29204525381162333,-0.199915920348516,-0.27978131061071837,-0.5967894360511861,-0.17243064197961924,-0.2475116293029605,-0.34422078220853564,-0.3828841948696874,0.05526974933499811,-0.2407333434478708,-0.5963479136243706,-0.3484797272729732,-0.12179221767542893,-0.24019740972307524,-0.14726150044959738,-0.27870353094586126,-0.2802352496618989,-0.19893601679999878,-0.2560197615946771,-0.26632558159664194,-0.2678456268060314,-0.13370306378308,-0.5590015288354295,-0.013331817835412837,0.3142893389940679
2021-03-29,2613702.64,0.9851044118542523,2.61370264,2653223.9715384617,41470.8,34882.56,26799.9,11353.89,8939.82,18822.91,27269.96,17918.5,76353.36,38153.79,64011.369999999995,8939.82,-0.3176456109686592,-0.5322436652405985,-0.4865017048625738,-0.1949553411480777,1.414213562373095,-1.5042796746621287e-16,-5.537976374676458e-16,-1.414213562373095,1,0,0,0,1,1,0,0.0,0.402411204195817,0.8602028459388236,-0.4605496516498475,-0.6578538230118345,-0.15266134792625102,-0.22065872467443462,-0.2326959013310364,-0.1211647592061658,-0.1594933945773575,-0.229262784619314,-0.24150358434987862,-0.1281153044293306,0.3500255659741209,0.2986153698464116,0.23263201134777223,0.388184722718003,0.350418712723781,0.2927133838313742,0.23021323959665302,0.3244914749862121,-0.15266134792625102,-0.22065872467443462,-0.40748376462014985,-0.2064818558200589,-0.1783133176997774,-0.2543582509612195,-0.33970561073313765,-0.2491419259860121,-0.24412296201680486,-0.7101999095557799,-0.3739417967031184,0.09242941160349707,-0.21001088846714586,-0.07840889381783603,-0.18261269650593223,-0.28999498080059977,-0.1211647592061658,-0.21625780374577575,-0.23117650789327818,-0.2522059203254492,-0.1463458552602979,-0.6494146777093092,-0.025693974609840152,0.35549789286593025
2021-04-05,2661814.73,1.003237856492212,2.66181473,2653223.9715384617,33141.65,26553.96,24491.49,15049.27,7083.62,16653.29,17291.63,15245.42,59695.61,39540.76,49190.34,7083.62,-0.2520623166452333,-0.39559802755128665,-0.4328377973103289,-0.10513392335073281,1.4039023532375932,-0.17046460798050667,-0.33844345812379034,-1.373119086479104,1,0,0,0,0,0,0,0.0,0.5126006802367621,0.5885888123052597,-0.4854089278119894,-0.6411992958469778,-0.1441237445273069,-0.255668077233773,-0.24125676699384224,-0.11452305480010587,-0.15089441674893747,-0.2645041668331723,-0.2501249552690884,-0.12142029379399245,0.3781885542135993,0.24734983933497937,0.23104777191966877,0.416657576946984,0.30467950171985275,0.18940845484596885,0.16030431890903507,0.2741004389287847,-0.1441237445273069,-0.255668077233773,-0.6093884027969784,-0.3623436343038503,-0.17232600538673434,-0.31487639592793293,-0.37380213881027,-0.7678491424608214,-0.7307141339893555,-0.38543798421861175,-0.4447586295206833,-0.22751870140352723,-0.18752049475277838,-0.08759139176618522,-0.21989713917741827,-0.3206284853386165,-0.11452305480010587,-0.20948475272250774,-0.2492855234987906,-0.2671201845754465,-0.35459840190654934,-0.6826869127986435,-0.13001916950486453,0.29145849443223804
2021-04-12,2651683.68,0.9994194641858416,2.65168368,2653223.9715384617,48967.23,45182.24,26715.04,17754.86,12408.45,28695.09,25090.15,19168.71,94149.47,44469.9,72953.95000000001,12408.45,-0.22446496866189758,-0.4210857266114143,-0.3482832908847131,-0.13661098194207744,1.373119086479104,-0.33844345812379023,-0.6572178126533419,-1.2522239203637489,0,0,0,0,0,0,0,0.0571428571428571,0.7372267641574909,0.2731357910121816,-0.5768821326122072,-0.6245447686821212,-0.1553494291694044,-0.2896718641946608,-0.27197962583171514,-0.09042664847866272,-0.16220063944536714,-0.29871792597681956,-0.2810570417956841,-0.09712638898085875,0.3978880086961783,0.22003489052135194,0.21412578292943366,0.5020279189457744,0.2384277835000327,0.09210329689061644,0.06646738835418636,0.25168930302788006,-0.1553494291694044,-0.2896718641946608,-0.22971946480097347,-0.12072445546733318,-0.19663303323411718,-0.3704230607790557,-0.28791843554266766,0.30218352192614467,0.10391569159486971,-0.4588805620278943,-0.3928336818876582,-0.7414407929612123,-0.1873087159650175,-0.11338867945544223,-0.25084726796170814,-0.36025404225399416,-0.09042664847866272,-0.2764947489666675,-0.2618995588332812,-0.2766912481154457,-0.12387803599422881,-0.5687466576493908,-0.28078781416700604,0.26290679744030837
2021-04-19,2626359.81,0.989874898679253,2.62635981,2653223.9715384617,39438.32,34107.64,24519.81,15366.85,11344.16,19126.25,24547.9,20216.08,73545.95999999999,39886.66,63890.23,11344.16,-0.33479962082504605,-0.4223646980913621,-0.4265371756977576,-0.28069130969059963,1.3223126514448469,-0.5014870405393328,-0.9377970568010312,-1.0585540516456038,1,0,0,0,0,0,1,0.0428571428571428,0.8915392209685779,0.37502456967037956,-0.4037603471237563,-0.6078902415172647,-0.12401237041859042,-0.23284766690107336,-0.2500052008206489,-0.04292080608905805,-0.13063541316090005,-0.24153432995512955,-0.25893422858718884,-0.049212423363696536,0.39319176382792353,0.2505747750665405,0.19736680765968864,0.521124377701071,0.2331488344201662,0.12237586774534719,0.04708385570262682,0.26489214486950646,-0.12401237041859042,-0.23284766690107336,-0.1934684565489084,-0.00364430421230268,-0.15284658079299426,-0.28152342956961607,-0.2553489233794259,0.328546431025279,-0.21663518875746762,-0.4652480480873088,-0.3110194713991484,0.3679810157478613,-0.15496436519691648,-0.0833921427203422,-0.1960762574994358,-0.29975483400041075,-0.04292080608905805,-0.20174309447135874,-0.2639750142096354,-0.2885429597018696,-0.1707521945710923,-0.6079096449445475,-0.2796396952698148,0.2797322572514331
2021-04-26,2630482.35,0.9914286838267652,2.6304823500000003,2653223.9715384617,52374.4,39002.15,33437.14,17269.93,8583.37,23740.7,30436.89,19089.92,91376.55,50707.07,73267.51,8583.37,-0.15000155278682567,-0.3556687308612818,-0.25654253878783295,-0.05733672025236463,1.2522239203637486,-0.6572178126533424,-1.1638749447610492,-0.803364869133238,1,0,0,0,0,0,0,0.0,0.982616603734755,-0.2385871933803708,-0.5864834698125557,-0.5912357143524081,-0.10688005149709796,-0.24183352956554108,-0.21161874481967352,-0.04721857413392428,-0.11337395834098339,-0.25057984536148986,-0.22027338002566227,-0.05354813395104946,0.394232461064226,0.20871562768519417,0.23138466776572172,0.4911189754510473,0.2138631253781413,0.06810475393514474,0.05455785397282353,0.21612197866344252,-0.10688005149709796,-0.24183352956554108,0.015219128219580448,-0.09433233882586863,-0.13283827379620633,-0.29949158891339916,-0.18116945938299622,-0.2556065402166618,0.17074881086104585,-0.3353983932111154,-0.3867372406309847,0.3505069647669526,-0.1421906052486612,-0.06071735980291535,-0.18911283783186436,-0.33874779122308896,-0.04721857413392428,-0.2061646863675876,-0.18607243506975518,-0.24964338577869988,-0.004250138468696195,-0.337802179635669,-0.22920791317242492,0.21751008578913655
2021-05-03,2658321.59,1.0019212921774494,2.65832159,2653223.9715384617,38352.79,31119.31,27822.03,12086.7,5473.05,18400.66,25207.06,21675.79,69472.1,39908.729999999996,65283.51,5473.05,-0.16493724486460912,-0.3652289644477529,-0.20991034570024442,0.050891419564459583,1.1638749447610492,-0.8033648691332377,-1.3223126514448469,-0.5014870405393336,1,0,0,0,0,0,0,0.0,1.0618963980597185,-0.004779259196296205,-0.6624010197687982,-0.5745811871875515,-0.15046315882375658,-0.24136376741987678,-0.24193100033169018,-0.1046104631459314,-0.1572794772900523,-0.2501069908672328,-0.2508039131070147,-0.1114272345545031,0.37177131829580307,0.26202246896381376,0.23050722453874936,0.44657197100888585,0.11762352168252477,0.030683962408355067,-0.025528488203967248,0.10214388607617492,-0.15046315882375658,-0.24136376741987678,-0.01862104817029946,-0.3823446224663409,-0.20766828691286424,-0.3014751846767256,-0.15305679487941615,-1.1808980599341092,-0.30992191165885347,-0.3814143665542597,-0.22225237237532708,-0.25304117048739977,-0.18325227203516223,-0.10744968429529972,-0.2046380719892872,-0.3081586471352558,-0.1046104631459314,-0.23745258450083834,-0.232947445041684,-0.25647344628850477,-0.11526271395406178,-0.42073352558292154,-0.35868605697177053,0.07140622099534177
2021-05-10,2669164.22,1.0060078789550118,2.6691642200000003,2653223.9715384617,39536.78,32478.86,27055.289999999997,17843.13,7358.06,18443.47,20893.24,18171.52,72015.64,44898.42,57508.23000000001,7358.06,-0.03887667893297279,-0.22641046686150187,-0.08436614797396245,-0.03293992524680059,1.0585540516456038,-0.9377970568010312,-1.4039023532375934,-0.17046460798050767,0,0,0,0,0,0,0,0.0,1.2841629642922034,-0.3778798789407223,-0.552395001302792,-0.557926660022695,-0.06786581752934187,-0.21059610733429115,-0.16558079685234445,-0.0031843862560848313,-0.07405411412712633,-0.21913051317790097,-0.173881026793225,-0.0091156227875345,0.38797517311629626,0.2101040297542367,0.24145354792819143,0.48668900133674875,0.19398822068953717,0.03867618530897879,0.04169780985945243,0.19935451935732623,-0.06786581752934187,-0.21059610733429115,-0.19500674840968454,-0.4864227494336228,-0.08171525155328568,-0.2560118024719415,-0.1648426965569703,-0.9380816861348935,-0.3881036813744477,-0.12248289785421955,-0.17713188071103236,-1.1681138119148837,-0.12041466943441466,0.00017367427691662542,-0.19760933737414998,-0.23324801940034712,-0.0031843862560848313,-0.11517237232717403,-0.18386737762651467,-0.20159967811059235,-0.18129033996575908,-0.3503075046535796,-0.19247950948152656,0.19607449797272894
