semana_inicio,venta_neta_total_eur,Yt_indexed,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_performance,inv_branding_digital,inv_offline_medios,inv_propios_y_exterior,logadstock_performance,logadstock_branding_digital,logadstock_offline_medios,logadstock_propios_y_exterior,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,Yt_scaled
2020-03-16,1768317.24,0.9982944357808622,1771338.3713461538,27437.19,21335.21,15109.92,9439.83,7852.820000000001,10705.78,11697.62,10057.95,48772.399999999994,24549.75,20763.730000000003,19550.440000000002,-1.494377210933481,-1.2009086471130024,-1.396874878488387,-1.6652670511038032,1.3979125572607365,0.18209531757282774,0.3359067858262629,-1.3674011921753029,0,0,0,0,0,0,1,0.0571428571428571,0.05313042259789586,0.8098151410894993,-0.5224643502087802,1.76831724
2020-03-23,1760584.38,0.9939288892963002,1771338.3713461538,25514.52,27466.87,18511.68,9108.18,6038.19,14988.17,16529.3,11806.01,52981.39,27619.86,26794.18,22567.489999999998,-1.390073955111134,-1.5006272934540412,-1.6085677172768753,-1.6049388290679873,1.4081846075931772,0.010965551510006246,-0.0013070302950443746,-1.408649079689104,1,0,0,0,0,0,1,0.0,0.22827700062511044,0.9328648931606346,-0.6029206237315778,1.7605843799999998
2020-03-30,1750139.74,0.9880324213097448,1771338.3713461538,26665.82,21151.0,17570.1,9430.82,5760.14,16268.42,15976.28,11467.26,47816.82,27000.92,27735.68,21736.420000000002,-1.548745331413883,-1.5379326607293577,-1.5178097160128101,-1.5907553924758295,1.3979125572607365,-0.1601642145528145,-0.3385208464163504,-1.3674011921753029,1,0,0,0,1,1,1,0.0,0.5072316993233955,0.7024653028595004,-0.5903029424595524,1.75013974
2020-04-06,1757254.66,0.9920491129340518,1771338.3713461538,24587.03,19158.59,20145.09,9915.67,6577.95,9606.84,13854.26,11660.92,43745.619999999995,30060.760000000002,21267.760000000002,20432.21,-1.726719890741383,-1.5803440204144574,-1.4303525663947556,-1.6245375258733035,1.367246195887904,-0.3287985232757666,-0.6561370212670359,-1.2460547069262309,0,0,0,0,1,1,1,0.0,0.5491815563069103,0.4742127093229653,-0.5081395708823045,1.75725466
2020-04-13,1777196.86,1.0033073797466454,1771338.3713461538,24125.38,20732.99,16546.829999999998,9361.0,5219.78,11190.1,10282.59,9805.38,44858.37,25907.829999999998,20995.48,15502.369999999999,-1.7225194471837713,-1.485061511831444,-1.61082764968606,-1.816511731338599,1.316632708078128,-0.49247830670627624,-0.9356968572526002,-1.0516618405880362,0,0,0,0,0,0,1,0.0714285714285714,0.7489766378724624,0.32419131039654303,-0.6353554867661371,1.77719686
2020-04-20,1782651.18,1.0063865881509972,1771338.3713461538,29224.6,23562.53,18834.25,7993.54,6271.17,17732.83,15990.63,11855.62,52787.13,26827.79,29588.450000000004,22261.8,-1.441041406719042,-1.5955341863844108,-1.7316413947227067,-1.7199651923616797,1.2468101524553235,-0.6488167450271534,-1.1609533528642197,-0.7955199999629762,1,0,0,0,0,0,1,0.0285714285714285,0.8911795429013242,-0.09326537302036372,-0.5131124217365732,1.78265118
2020-04-27,1785623.8,1.008064765538269,1771338.3713461538,24792.69,19370.45,16687.79,11076.08,5685.67,13193.97,11859.49,11720.35,44163.14,27763.870000000003,24914.32,17545.16,-1.6893683709918716,-1.6159395214362138,-1.4892868185616552,-1.8141461737212452,1.1587966991071734,-0.7955340717641751,-1.3188154193509942,-0.4925152177904709,1,0,0,0,0,0,1,0.0,1.0023348136655519,0.07688412057418334,-0.6139796502582352,1.7856238
2020-05-04,1772906.41,1.0008852281863314,1771338.3713461538,25157.73,25575.19,15973.75,8842.630000000001,7914.650000000001,13519.95,15274.81,9413.3,50732.92,24816.38,22933.25,23189.46,-1.5061418756487281,-1.590135836066624,-1.5143607012292593,-1.686808836793368,1.0538757823725309,-0.9304908179148688,-1.4001086872139767,-0.16025703063281627,1,0,0,0,0,0,1,0.0,1.0521058304256532,-0.40176197063382224,-0.5669231212790345,1.7729064099999998
2020-05-11,1752795.75,0.9895318581440417,1771338.3713461538,25872.77,22076.3,16512.25,11205.03,3889.86,14245.3,13668.52,10894.63,47949.07,27717.28,25139.93,17558.38,-1.567700167342295,-1.6911846452230745,-1.6013983885812844,-1.7901528344185331,0.933577385478715,-1.051719010224231,-1.4001086872139767,0.18194492338175663,0,0,0,0,0,0,1,0.0,1.1736893142253304,-0.16022483461632564,-0.40096350172463,1.75279575
2020-05-18,1735444.11,0.9797360787036554,1771338.3713461538,21165.9,15579.0,15619.7,10709.92,5235.8099999999995,10775.25,12271.57,9485.59,36744.9,26329.620000000003,20260.84,17507.379999999997,-1.9895039159035834,-1.6292964918257427,-1.5734464856768557,-1.865181338117633,0.7996557299408368,-1.157450868666276,-1.3188154193509942,0.5142031105394111,0,0,0,0,0,0,1,0.0,1.2374436166466034,-0.6014326697416198,-0.609377907676673,1.7354441100000002
2020-05-25,1738230.77,0.9813092733259128,1771338.3713461538,24907.17,17037.67,13580.68,8442.05,4804.34,12610.68,10993.79,13461.93,41944.84,22022.73,26072.61,15798.130000000001,-1.8813854458260928,-1.6521300185967052,-1.7360944163279397,-1.9783287986333917,0.6540636950619438,-1.2461445846575077,-1.1609533528642206,0.8172078927119153,1,0,0,0,0,0,1,0.0,1.37087734253202,-0.6500084715406942,-0.6553211118377537,1.73823077
2020-06-01,1780238.17,1.0050243357214028,1771338.3713461538,25302.15,24226.71,16525.3,11146.89,5588.3099999999995,13501.92,13182.49,11433.78,49528.86,27672.19,24935.7,18770.8,-1.5855107150269545,-1.833003761122428,-1.6193603394972742,-1.9531632090426665,0.4989243405552797,-1.3165068040979206,-0.9356968572526011,1.0733497333369764,1,0,0,0,0,0,1,0.0,1.3824905797760438,-0.6861048546455315,1.71234966803054,1.7802381699999998
2020-06-08,1799266.96,1.015766941599431,1771338.3713461538,21732.15,19956.6,17272.0,8895.380000000001,7132.58,11290.53,15456.61,8379.42,41688.75,26167.38,19669.95,22589.190000000002,-1.8092847793838662,-1.700895943712505,-1.591614929303673,-1.8027387804347046,0.3364999475529547,-1.3675114873861527,-0.6561370212670364,1.2677425996751714,0,0,0,0,0,0,1,0.0,1.3720623667405938,-0.883225995095366,1.8271705676059706,1.79926696
2020-06-15,1753914.1,0.9901632169053552,1771338.3713461538,23893.66,18872.49,19391.04,7870.67,4653.95,9829.0,12628.31,11809.24,42766.15,27261.71,21638.239999999998,17282.26,-1.815310094476118,-1.6942833890682387,-1.7693504785700331,-1.8819267420781327,0.16915902945282368,-1.3984148713873175,-0.33852084641635094,1.3890890849242437,0,0,0,0,0,0,1,0.0285714285714285,1.4625982162756361,-1.0594139170903507,1.7887237505535643,1.7539141
2020-06-22,1772195.94,1.0004841359887633,1771338.3713461538,26874.47,16923.24,17769.81,9378.42,4431.5599999999995,14891.73,15393.04,11262.44,43797.71000000001,27148.230000000003,26154.17,19824.6,-1.7787382258120126,-1.648452342723252,-1.8038090278772994,-1.8491248313255197,-0.0006582063402838365,-1.4087663151743177,-0.0013070302950430152,1.430336972438045,1,0,0,0,0,0,0,0.0571428571428571,1.3978958944875037,-1.2468735720994863,1.5567810801119206,1.77219594
2020-06-29,1773950.49,1.001474658199755,1771338.3713461538,19748.77,14282.11,12262.62,6248.6,3893.03,10344.19,9241.35,11386.01,34030.880000000005,18511.22,21730.2,13134.380000000001,-2.138021218624139,-1.6300401772442377,-1.6561955813389382,-2.061521239009664,-0.17047544213339016,-1.3984148713873175,0.33590678582626243,1.3890890849242437,1,1,0,0,0,1,0,0.0,1.3116261321033273,-1.5160532914612075,1.7904308486080145,1.77395049
2020-07-06,1772946.88,1.0009080753174358,1771338.3713461538,55891.76,36568.58,28974.25,15232.24,10823.27,24486.4,29729.48,22132.56,92460.34,44206.49,46618.96000000001,40552.75,-0.2608594419533334,-1.9629023147748688,-1.7319081845210622,-1.2773580543835223,-0.33781636023352113,-1.3675114873861527,0.6535229606769478,1.2677425996751719,0,1,0,0,0,1,0,0.0,1.251189897466061,-1.5210182214793453,1.7245962410298585,1.77294688
2020-07-13,1765067.86,0.9964600149538972,1771338.3713461538,48085.88,35454.66,27620.34,14422.65,10926.94,24322.04,24195.85,18404.95,83540.54000000001,42042.99,42726.990000000005,35122.79,-0.19267279680233304,-1.1431298609700862,-0.9044425085539932,-0.9398605854418728,-0.5002407532358463,-1.3165068040979206,0.9330827966625128,1.0733497333369768,0,1,0,0,0,1,0,0.0,1.2836595607809842,-1.2070199446565986,1.7801140386267704,1.76506786
2020-07-20,1745500.74,0.9854134976331382,1771338.3713461538,33087.82,24338.19,23769.88,11612.68,8751.880000000001,13225.83,23419.86,12747.54,57426.009999999995,35382.56,25973.370000000003,32171.74,-0.9675593644936268,-0.8428939967343084,-0.5739237406573947,-0.8005539084311556,-0.6553801077425093,-1.2461445846575083,1.1583392922741313,0.8172078927119181,1,1,0,0,0,1,0,0.0,1.0781763630142782,-1.394882161559096,1.8816492620393035,1.74550074
2020-07-27,1792956.34,1.0122043134183434,1771338.3713461538,35248.61,25632.82,22180.82,10608.76,6538.84,11125.5,17189.75,9786.23,60881.43,32789.58,20911.73,23728.59,-1.0215341267980673,-0.9243310941868657,-0.9131746324295201,-0.958121702316457,-0.8009721426214033,-1.157450868666276,1.3162013587609065,0.5142031105394118,1,1,0,0,0,1,0,0.0,1.0641930773531063,-1.3440251756976354,1.7769225074814936,1.79295634
2020-08-03,1775115.97,1.0021326239610422,1771338.3713461538,32914.72,26714.56,18656.34,12649.13,7483.4,15014.32,14855.54,13951.69,59629.28,31305.47,28966.010000000002,22338.940000000002,-1.0731736999252794,-1.0563889285395098,-1.2996778346368094,-1.11385437369248,-0.9348937981592815,-1.0517190102242313,1.397494626623889,0.18194492338175725,1,1,0,0,0,1,0,0.0,0.7447105507215958,-1.5324241417912825,1.8909269688569692,1.77511597
2020-08-10,1789197.93,1.0100825223134942,1771338.3713461538,34292.26,28277.78,19399.13,13295.32,7410.54,16429.69,18584.13,16421.89,62570.04,32694.45,32851.58,25994.670000000002,-0.9880116319728232,-1.1766443273601113,-1.2575212375477063,-1.1098342464375865,-1.0551921950530974,-0.9304908179148689,1.397494626623889,-0.16025703063281554,0,1,0,0,0,1,1,0.0,0.6475385656185398,-1.3644216449613347,1.6988413269040183,1.7891979299999998
2020-08-17,1752239.01,0.9892175534301564,1771338.3713461538,30204.01,25392.61,20562.08,12560.09,7494.74,14743.12,19936.26,12028.15,55596.619999999995,33122.17,26771.27,27431.0,-1.1994293949397925,-1.1873553431763988,-1.0994659092348782,-1.06231881986931,-1.1601131117877401,-0.7955340717641753,1.3162013587609065,-0.4925152177904702,0,0,0,0,0,1,0,0.0571428571428571,0.5821252293052637,-1.2751870919326485,1.603095392545708,1.75223901
2020-08-24,1762217.96,0.9948511185137244,1771338.3713461538,21992.17,18729.15,15653.75,7265.8,4398.8,10848.41,12060.16,10296.63,40721.32,22919.55,21145.04,16458.96,-1.7624938866842785,-1.1773031626505728,-1.2125941530444593,-1.3764823386201712,-1.2481265651358897,-0.6488167450271543,1.1583392922741331,-0.7955199999629744,1,0,0,0,0,1,0,0.0571428571428571,0.3735609685962652,-1.370460073361772,1.656238097197297,1.76221796
2020-08-31,1747197.06,0.98637114639604,1771338.3713461538,21778.62,17190.97,13722.87,7250.639999999999,5257.69,11822.27,12292.78,7893.74,38969.59,20973.510000000002,19716.010000000002,17550.47,-1.9466798156339409,-1.55013568708562,-1.4801382677818746,-1.5685722888843943,-1.3179491207586949,-0.49247830670627696,0.9330827966625134,-1.0516618405880356,1,0,0,0,0,1,1,0.0,0.30980666617499203,-0.9724605481240527,-0.1569969232472921,1.74719706
2020-09-07,1754857.4,0.9906957520862436,1771338.3713461538,27411.78,33213.53,23779.96,12123.91,7115.9,15972.72,18700.26,17169.17,60625.31,35903.869999999995,33141.89,25816.159999999996,-1.2158185358020286,-1.8219656237040094,-1.6987261393244255,-1.4306725946600412,-1.368562608568471,-0.3287985232757669,0.6535229606769487,-1.2460547069262307,0,0,0,0,0,0,0,0.0,0.11261863786830296,-1.2586820543047859,-0.509624003973131,1.7548574
2020-09-14,1775536.74,1.0023701675082304,1771338.3713461538,18023.18,16342.06,13124.81,6808.53,3616.06,9881.89,9599.89,8075.53,34365.24,19933.34,17957.42,13215.949999999999,-2.002013022398487,-1.3820730539364834,-1.344205446012865,-1.7543506219330696,-1.3992289699413032,-0.16016421455281551,0.33590678582626443,-1.3674011921753024,0,0,0,0,0,0,0,0.0,-0.10755886008471875,-1.0057389979753517,-0.5569031979159556,1.77553674
2020-09-21,1766722.22,0.9973939754138303,1771338.3713461538,29688.24,21920.26,18874.71,9899.6,5802.55,13568.98,17005.670000000002,10475.33,51608.5,28774.309999999998,24044.309999999998,22808.22,-1.534862251437044,-1.7747135077253562,-1.6787661736835784,-1.65851076678229,-1.4095010202737441,0.010965551510006213,-0.0013070302950434038,-1.408649079689104,1,0,0,0,0,0,0,0.0,-0.3052208980748375,-0.8147904732237421,-0.49604144119206844,1.76672222
2020-09-28,1766403.3,0.9972139307621936,1771338.3713461538,26553.06,26163.1,18878.96,10716.35,4392.76,15460.42,18398.56,13044.69,52716.16,29595.309999999998,28505.11,22791.32,-1.4071473637480796,-1.6295727222969794,-1.659801389362197,-1.5927569853204397,-1.3992289699413032,0.182095317572828,-0.3385208464163512,-1.3674011921753029,1,0,0,0,0,0,0,0.0,-0.35001481315892874,-0.515418611859834,-0.7269450084701331,1.7664033
2020-10-05,1738441.98,0.9814285108490288,1771338.3713461538,34796.04,22437.09,22218.2,11392.15,5203.89,14552.86,18513.75,9259.85,57233.130000000005,33610.35,23812.71,23717.64,-1.228810373855609,-1.5269329101395417,-1.4863970394437143,-1.5163704511625467,-1.368562608568471,0.3507296262957793,-0.6561370212670355,-1.246054706926231,1,0,0,0,0,0,1,0.0,-0.6047950180023075,-0.3506366101767855,-0.592752257059416,1.73844198
2020-10-12,1780682.79,1.0052753436638675,1771338.3713461538,33224.97,23711.99,21335.52,12059.71,9279.1,15104.16,19546.11,12539.25,56936.96000000001,33395.229999999996,27643.41,28825.21,-1.2036068583283093,-1.326573836109495,-1.5524308502196023,-1.2976012782390622,-1.3179491207586949,0.5144094097262893,-0.9356968572526003,-1.0516618405880362,0,0,0,0,0,0,0,0.0,-0.7614552183757708,-0.327824769552911,-0.6238511303122312,1.78068279
2020-10-19,1749953.04,0.9879270207815226,1771338.3713461538,30304.54,27028.49,19645.58,12590.1,6575.96,13820.38,13675.55,11252.49,57333.03,32235.68,25072.87,20251.51,-1.1853904710130065,-1.236499173492201,-1.454126853453799,-1.4229725532462165,-1.2481265651358906,0.6707478480471656,-1.1609533528642189,-0.7955199999629774,1,0,0,0,0,0,0,0.0,-0.8801946440748706,0.000665735430885029,-0.6400314510022406,1.74995304
2020-10-26,1786566.45,1.008596933764989,1771338.3713461538,27090.44,23571.76,18965.31,11111.79,6888.69,14685.76,15578.93,9890.63,50662.2,30077.100000000002,24576.39,22467.62,-1.407467398981626,-1.233901091385654,-1.487469263755554,-1.4391672082613183,-1.160113111787741,0.8174651747841868,-1.318815419350993,-0.4925152177904736,1,0,0,0,0,0,0,0.0,-0.9477410239635797,-0.0005419502492025007,-0.5647706932973361,1.78656645
2020-11-02,1747737.44,0.986676215155765,1771338.3713461538,28399.81,24468.3,21960.92,8897.77,7220.55,16246.13,13727.86,9811.51,52868.11,30858.69,26057.64,20948.41,-1.3767623500035198,-1.3114544033677897,-1.5254542043688004,-1.5005100239577454,-1.0551921950530974,0.952421920934882,-1.4001086872139767,-0.1602570306328154,1,0,0,0,0,0,1,0.0,-1.0662434448209654,0.3636423759460677,-0.6824862373998788,1.74773744
2020-11-09,1755932.38,0.9913026265363144,1771338.3713461538,43985.64,32055.36,30487.98,12127.96,6618.53,24064.7,23056.2,17086.74,76041.0,42615.94,41151.44,29674.73,-0.6228207304698521,-1.3217472010195772,-1.4949069756455764,-1.2596770134236477,-0.9348937981592825,1.0736501132442435,-1.4001086872139767,0.18194492338175494,0,0,0,0,0,0,0,0.0,-1.245419105157332,0.31949475497398083,-0.6304568575664096,1.75593238
2020-11-16,1755556.05,0.9910901713633856,1771338.3713461538,51754.06,43942.75,33831.340000000004,16966.39,16018.54,23728.0,31706.32,22865.48,95696.81,50797.73,46593.479999999996,47724.86,0.07779441533306398,-0.9077008206178465,-0.9566019468697093,-0.5545786408699067,-0.8009721426214038,1.1793819716862888,-1.3188154193509942,0.5142031105394108,0,0,1,0,0,0,1,0.0,-1.33524394016723,0.42671040590619175,-0.6075965879676813,1.75555605
2020-11-23,1751220.08,0.9886423217203472,1771338.3713461538,34834.27,38042.7,26015.22,15574.17,8354.57,22527.14,17092.12,14907.85,72876.97,41589.39,37434.99,25446.69,-0.431727925692747,-0.4420793975307369,-0.48322666479676435,-0.7301389885138604,-0.6553801077425099,1.2680756876775212,-1.1609533528642195,0.8172078927119172,1,0,1,0,0,0,1,0.0,-1.4094264556239533,0.7674119549886491,-0.631941290657236,1.7512200800000002
2020-11-30,1766610.75,0.9973310455965784,1771338.3713461538,34728.38,29571.72,30720.64,11704.8,7631.4,15110.45,18681.28,14547.53,64300.1,42425.44,29657.980000000003,26312.68,-0.8017921838709711,-0.5135255042698113,-0.49176049079515,-0.8296516770174515,-0.5002407532358466,1.3384379071179335,-0.9356968572526013,1.0733497333369761,1,0,1,1,0,0,1,0.0,-1.4442661673560244,0.9230692204221471,-0.7237534773248562,1.76661075
2020-12-07,1753133.34,0.9897224428485007,1771338.3713461538,33072.75,28292.37,23144.31,14422.29,8488.81,17900.81,18443.02,11607.16,61365.119999999995,37566.600000000006,29507.97,26931.83,-0.9721714998705142,-0.5223129714935114,-0.7418794285610915,-0.8814122482136051,-0.3378163602335217,1.3894425904061656,-0.6561370212670368,1.2677425996751712,0,0,0,1,0,0,0,0.0,-1.4556423997583336,0.9872107487645715,-0.5782048127693161,1.75313334
2020-12-14,1764335.42,0.996046519705418,1771338.3713461538,41467.96,32896.67,27087.52,16156.8,9846.32,19939.92,19486.55,12917.57,74364.63,43244.32,32857.49,29332.87,-0.5996931699114084,-0.6867448588341751,-0.9015211555802619,-0.845272842414647,-0.1704754421333913,1.4203459744073303,-0.3385208464163525,1.3890890849242432,0,0,0,1,0,1,0,0.0,-1.4369190172628667,1.06450263229017,-0.6703138860551016,1.76433542
2020-12-21,1779872.93,1.0048181413511412,1771338.3713461538,35532.74,25886.09,32700.84,17536.01,9501.45,22228.91,19343.94,16643.010000000002,61418.83,50236.85,38871.92,28845.39,-0.9284113001036982,-0.5815349768412685,-0.888383061154285,-0.8347121062611792,-0.0006582063402824772,1.4306974181943308,-0.0013070302950421088,1.430336972438045,1,0,0,1,0,1,1,0.0,-1.4210396928679772,1.3420019641147167,-0.5994322059681354,1.77987293
2020-12-28,2145667.98,1.2113258622458278,1771338.3713461538,39638.21,39573.54,26417.24,14022.34,7365.46,27518.82,17942.25,18122.37,79211.75,40439.58,45641.19,25307.71,-0.44623298673517503,-0.30593766154193935,-0.686311177439421,-0.9342850180078707,0.16915902945282382,1.4203459744073303,0.3359067858262633,1.3890890849242437,1,0,0,0,0,1,0,0.0,-1.4350229785291484,1.1523953123409818,-0.6979985631990161,2.14566798
2021-01-04,2661219.74,1.0030136047869724,2653223.9715384617,57617.64,47633.4,35333.5,17212.55,13370.3,22626.72,31107.7,20009.64,105251.04000000001,52546.05,42636.36,44478.0,0.36390068646251345,-0.48136663146676056,-0.35962851947393615,-0.4383728361020044,0.16915902945282368,1.4203459744073303,0.33590678582626304,1.3890890849242437,1,1,0,0,0,0,0,0.0,-1.3743497390501669,1.4107058605819165,-0.5705599823515596,2.6612197400000004
2021-01-11,2658052.83,1.0018199965450856,2653223.9715384617,55239.5,43235.11,33258.89,20508.73,11726.64,30629.74,28802.24,20430.04,98474.61,53767.619999999995,51059.78,40528.880000000005,0.3393102836255523,-0.18612225790835438,-0.2601404962302587,-0.21877201360573492,0.3364999475529548,1.3894425904061656,0.6535229606769487,1.2677425996751712,0,1,0,0,0,0,0,0.0,-1.2994562090683,1.2883270449997175,-0.549926362389071,2.65805283
2021-01-18,2641187.04,0.9954632810242996,2653223.9715384617,58715.5,44117.8,37889.35,19694.64,13477.51,24962.04,34003.06,23586.19,102833.3,57583.99,48548.229999999996,47480.57,0.4475381701265143,-0.006681474398434958,0.043495802688268956,0.11578026465404,0.49892434055527946,1.3384379071179335,0.9330827966625128,1.0733497333369768,0,1,0,0,0,0,0,0.0,-1.138292916702256,1.437543320139416,-0.6211049290942023,2.64118704
2021-01-25,2605796.55,0.982124606875551,2653223.9715384617,53654.22,40898.39,28090.6,14614.51,11611.4,24520.55,26566.42,23883.43,94552.61,42705.11,48403.979999999996,38177.82,0.2529785785659473,0.19315533882908004,0.1491194625245248,0.10037229337213806,0.6540636950619432,1.268075687677521,1.158339292274132,0.8172078927119167,1,1,0,0,0,0,0,0.0,-1.0854408369998614,1.564216129250814,-0.5465863879347114,2.60579655
2021-02-01,2654187.01,1.0003629691544584,2653223.9715384617,24151.6,21342.84,17677.18,10983.37,5547.07,10350.38,13449.36,10823.85,45494.44,28660.550000000003,21174.23,18996.43,-1.2530926529206543,-0.1501957897247844,0.20768600940163037,-0.4346762019617094,0.7996557299408368,1.1793819716862888,1.3162013587609065,0.5142031105394111,1,1,0,0,0,0,0,0.0,-0.9290176414681135,1.2487417921524055,-0.6303084142573268,2.65418701
2021-02-08,2645131.22,0.9969498422955342,2653223.9715384617,30310.45,21636.43,17654.12,13984.54,5264.860000000001,12852.87,18166.47,10349.07,51946.880000000005,31638.66,23201.940000000002,23431.33,-1.377237732089187,-0.7880420706403221,-0.5572303200109713,-0.7030403399560602,0.933577385478715,1.073650113244244,1.397494626623889,0.18194492338175636,0,1,0,0,0,0,0,0.0,-0.804590099567859,1.3848077121089293,-0.6165774081671815,2.64513122
2021-02-15,2646821.62,0.9975869539823472,2653223.9715384617,41592.42,33314.35,23934.32,11567.08,9051.36,18381.68,22988.56,16743.06,74906.76999999999,35501.4,35124.740000000005,32039.920000000002,-0.6575332775468176,-1.0268107338461887,-0.9943679240977966,-0.6410270661225809,1.0538757823725307,0.952421920934882,1.397494626623889,-0.16025703063281527,0,0,0,0,0,0,0,0.0,-0.6472188846692514,1.2386777448183435,-0.5836972152053742,2.6468216200000003
