semana_inicio,venta_neta_total_eur,coste_produccion_total_eur,unidades_vendidas,n_lineas,n_clientes_unicos,descuento_medio_pct,pct_lineas_con_descuento,n_pedidos,importe_neto_total_eur,ticket_medio_eur,inv_display,inv_email_crm,inv_exterior,inv_paid_search,inv_prensa,inv_radio_local,inv_social_paid,inv_video_online,inversion_total_eur,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,visitas_tienda,pedidos_tienda,pedidos_click_collect,sesiones_web,pedidos_online,tasa_conversion_tienda_pct,tasa_conversion_web_pct,anio,mes,semana_iso,level_year,Yt_indexed,time_trend,time_trend_sq,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2
2020-03-16,1768317.24,691896.52,46069,18393,18136,3.9699885826129506,29.766759093133256,18393,1768317.24,96.14077312020878,9439.83,7852.820000000001,11697.62,27437.19,10057.95,10705.779999999999,21335.21,15109.92,113636.31999999999,0,0,0,0,0,0,1,0.05714285714285714,17.62857142857143,52.97571428571429,29.482857142857146,1828,383.0,153.0,14008,287.0,0.20938428571428572,0.032042857142857144,2020,3,12,1771338.3713461538,0.9982944357808622,0.19164955509924708,0.036729551969739344,0.992708874098054,0.120536680255323,0.23931566428755768,-0.970941817426052
2020-03-23,1760584.38,686579.97,45833,18361,18090,3.9730951473231304,29.8131910026687,18361,1760584.38,95.88717281193834,9108.18,6038.19,16529.3,25514.52,11806.01,14988.17,27466.87,18511.68,129962.91999999998,1,0,0,0,0,0,1,0.0,18.684285714285714,54.285714285714285,27.934285714285714,1673,361.0,140.0,12279,289.0,0.21328142857142857,0.03545,2020,3,13,1771338.3713461538,0.9939288892963002,0.2108145106091718,0.044442757883384615,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0
2020-03-30,1750139.74,683036.04,45700,18205,17915,4.006591595715463,29.854435594616863,18205,1750139.74,96.13511343037626,9430.82,5760.14,15976.279999999999,26665.82,11467.26,16268.42,21151.0,17570.1,124289.84,1,0,0,0,1,1,1,0.0,20.365714285714283,51.832857142857144,28.177142857142858,1824,398.0,145.0,13061,306.0,0.21679857142857142,0.03519714285714286,2020,3,14,1771338.3713461538,0.9880324213097447,0.2299794661190965,0.05289055483642466,0.992708874098054,-0.12053668025532288,-0.23931566428755743,-0.9709418174260521
2020-04-06,1757254.66,686425.05,45696,18276,18017,4.009082950317356,30.20354563361786,18276,1757254.66,96.15094440796673,9915.67,6577.95,13854.26,24587.030000000002,11660.92,9606.84,19158.59,20145.09,115506.34999999999,0,0,0,0,1,1,1,0.0,20.61857142857143,49.40285714285714,29.75857142857143,2024,429.0,154.0,15347,319.0,0.21123285714285714,0.03121285714285714,2020,4,15,1771338.3713461538,0.9920491129340518,0.24914442162902123,0.0620729428288595,0.9709418174260521,-0.2393156642875575,-0.46472317204376806,-0.8854560256532101
2020-04-13,1777196.86,693328.98,46158,18447,18151,3.9328888166097467,29.511573697620207,18447,1777196.86,96.34069821651218,9361.0,5219.78,10282.59,24125.38,9805.38,11190.1,20732.99,16546.829999999998,107264.05,0,0,0,0,0,0,1,0.07142857142857142,21.822857142857142,47.80571428571429,27.310000000000002,1743,374.0,162.0,14465,282.0,0.21311714285714287,0.031105714285714285,2020,4,16,1771338.3713461538,1.0033073797466454,0.2683093771389459,0.07198992186068912,0.9350162426854148,-0.35460488704253545,-0.663122658240795,-0.7485107481711013
2020-04-20,1782651.18,696806.07,46343,18447,18150,4.094432699083862,30.91017509622161,18447,1782651.18,96.63637339404781,7993.54,6271.17,15990.630000000001,29224.6,11855.62,17732.83,23562.53,18834.25,131465.16999999998,1,0,0,0,0,0,1,0.02857142857142857,22.68,43.361428571428576,29.662857142857145,1853,400.0,146.0,15434,321.0,0.21631,0.03178857142857143,2020,4,17,1771338.3713461538,1.0063865881509972,0.2874743326488706,0.08264149193191352,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559
2020-04-27,1785623.8,697694.39,46448,18516,18203,3.931194642471376,29.623028731907542,18516,1785623.8,96.43680060488227,11076.08,5685.67,11859.49,24792.690000000002,11720.35,13193.97,19370.45,16687.79,114386.48999999999,1,0,0,0,0,0,1,0.0,23.35,45.17285714285714,27.72142857142857,1805,400.0,145.0,13471,321.0,0.22048428571428572,0.035129999999999995,2020,4,18,1771338.3713461538,1.008064765538269,0.3066392881587953,0.09402765304253272,0.8229838658936565,-0.5680647467311557,-0.9350162426854147,-0.3546048870425359
2020-05-04,1772906.41,691955.1,46005,18415,18122,3.8789030681509638,29.416236763508007,18415,1772906.41,96.27512408362747,8842.630000000001,7914.650000000001,15274.81,25157.73,9413.3,13519.949999999999,25575.19,15973.75,121672.01000000001,1,0,0,0,0,0,1,0.0,23.65,40.07714285714286,28.627142857142857,1666,365.0,139.0,13407,277.0,0.21908857142857144,0.03164142857142857,2020,5,19,1771338.3713461538,1.0008852281863314,0.3258042436687201,0.10614840519254673,0.7485107481711013,-0.6631226582407951,-0.992708874098054,-0.12053668025532357
2020-05-11,1752795.75,683751.03,45629,18313,18020,3.985693223393218,29.940479440834377,18313,1752795.75,95.71319554414896,11205.03,3889.86,13668.52,25872.77,10894.63,14245.3,22076.3,16512.25,118364.66,0,0,0,0,0,0,1,0.0,24.38285714285714,42.64857142857143,31.821428571428573,1581,341.0,146.0,15112,295.0,0.21637571428571428,0.03003142857142857,2020,5,20,1771338.3713461538,0.9895318581440417,0.34496919917864477,0.11900374838195549,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.1205366802553232
2020-05-18,1735444.11,678908.51,45068,18109,17846,4.025070406979955,30.272240322491577,18109,1735444.11,95.83323816886632,10709.92,5235.8099999999995,12271.57,21165.9,9485.59,10775.25,15579.0,15619.7,100842.73999999999,0,0,0,0,0,0,1,0.0,24.767142857142858,37.95142857142857,27.810000000000002,1837,393.0,133.0,13869,274.0,0.2160357142857143,0.02986285714285714,2020,5,21,1771338.3713461538,0.9797360787036554,0.36413415468856947,0.13259368261075904,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557
2020-05-25,1738230.77,677642.97,45251,18239,17963,3.9580020834475573,29.853610395306763,18239,1738230.77,95.30296452656395,8442.05,4804.34,10993.79,24907.17,13461.93,12610.68,17037.67,13580.68,105838.31,1,0,0,0,0,0,1,0.0,25.571428571428573,37.434285714285714,26.925714285714285,1658,366.0,151.0,12428,263.0,0.22336857142857142,0.033702857142857146,2020,5,22,1771338.3713461538,0.9813092733259128,0.38329911019849416,0.14691820787895737,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548
2020-06-01,1780238.17,696334.46,46417,18486,18181,4.026831115438711,30.114681380504166,18486,1780238.17,96.30196743481554,11146.89,5588.3099999999995,13182.49,25302.15,11433.78,13501.92,24226.71,16525.3,120907.55,1,0,0,0,0,0,1,0.0,25.641428571428573,37.05,72.49714285714286,1545,361.0,117.0,13079,292.0,0.23331285714285716,0.032485714285714284,2020,6,23,1771338.3713461538,1.0050243357214028,0.4024640657084189,0.16197732418655053,0.35460488704253584,-0.9350162426854147,-0.6631226582407956,0.7485107481711007
2020-06-08,1799266.96,703341.87,46724,18662,18368,3.9754581502518485,29.8038795413139,18662,1799266.96,96.41340477976637,8895.380000000001,7132.58,15456.61,21732.15,8379.42,11290.53,19956.6,17272.0,110115.26999999999,0,0,0,0,0,0,1,0.0,25.57857142857143,34.95142857142857,74.70714285714286,1547,356.0,121.0,14434,293.0,0.22928142857142858,0.029231428571428568,2020,6,24,1771338.3713461538,1.015766941599431,0.4216290212183436,0.17777103153353846,0.23931566428755768,-0.970941817426052,-0.4647231720437684,0.88545602565321
2020-06-15,1753914.1,684749.47,45806,18373,18080,4.000979698470582,30.22914058673053,18373,1753914.1,95.46149785010614,7870.67,4653.95,12628.31,23893.66,11809.24,9829.0,18872.49,19391.04,108948.35999999999,0,0,0,0,0,0,1,0.02857142857142857,26.124285714285715,33.07571428571429,73.96714285714286,1492,340.0,117.0,13829,286.0,0.22884142857142856,0.029718571428571428,2020,6,25,1771338.3713461538,0.9901632169053551,0.4407939767282683,0.19429932991992113,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052
2020-06-22,1772195.94,691982.56,46032,18393,18109,4.050997662154081,30.29413363779699,18393,1772195.94,96.35165225901157,9378.42,4431.5599999999995,15393.04,26874.47,11262.44,14891.73,16923.24,17769.81,116924.71,1,0,0,0,0,0,0,0.05714285714285714,25.734285714285715,31.08,69.50285714285714,1508,354.0,120.0,12496,263.0,0.23460285714285714,0.030898571428571428,2020,6,26,1771338.3713461538,1.0004841359887633,0.459958932238193,0.21156221934569863,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0
2020-06-29,1773950.49,692729.93,46458,18533,18265,3.987481789240814,29.80089569956294,18533,1773950.49,95.71847461285275,6248.6,3893.0299999999997,9241.35,19748.77,11386.01,10344.19,14282.11,12262.62,87406.68,1,1,0,0,0,1,0,0.0,25.214285714285715,28.214285714285715,74.0,1967,499.0,174.0,11925,376.0,0.2526271428571429,0.046304285714285714,2020,6,27,1771338.3713461538,1.001474658199755,0.4791238877481177,0.2295596998108709,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521
2020-07-06,1772946.88,693308.59,46045,18438,18154,3.9548757999783057,29.70495715370431,18438,1772946.88,96.1572231261525,15232.24,10823.27,29729.48,55891.76,22132.56,24486.4,36568.58,28974.25,223838.53999999998,0,1,0,0,0,1,0,0.0,24.85,28.16142857142857,72.73285714285714,2279,580.0,190.0,12676,414.0,0.25348,0.04789857142857143,2020,7,28,1771338.3713461538,1.0009080753174358,0.49828884325804246,0.248291771315438,-0.23931566428755743,-0.9709418174260521,0.46472317204376795,0.8854560256532102
2020-07-13,1765067.86,690410.9,46226,18514,18218,4.052068704763962,30.398617262612078,18514,1765067.86,95.33692665010263,14422.65,10926.94,24195.85,48085.88,18404.95,24322.04,35454.66,27620.34,203433.31,0,1,0,0,0,1,0,0.0,25.045714285714286,31.504285714285718,73.80142857142857,2201,553.0,225.0,12847,388.0,0.2517457142857143,0.048170000000000004,2020,7,29,1771338.3713461538,0.9964600149538971,0.5174537987679672,0.26775843385939985,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011
2020-07-20,1745500.74,682403.93,45594,18072,17811,4.114099158919876,30.588756086764057,18072,1745500.74,96.58591965471447,11612.68,8751.880000000001,23419.86,33087.82,12747.54,13225.83,24338.19,23769.88,150953.68,1,1,0,0,0,1,0,0.0,23.807142857142857,29.504285714285718,75.75571428571428,2159,552.0,193.0,12126,402.0,0.25471285714285713,0.04952714285714285,2020,7,30,1771338.3713461538,0.9854134976331382,0.5366187542778919,0.28795968744275646,-0.46472317204376806,-0.8854560256532101,0.8229838658936558,0.5680647467311567
2020-07-27,1792956.34,700362.3,46686,18604,18321,4.046441625456891,30.445065577295203,18604,1792956.34,96.37477639217373,10608.76,6538.84,17189.75,35248.61,9786.23,11125.5,25632.82,22180.82,138311.33,1,1,0,0,0,1,0,0.0,23.72285714285714,30.045714285714283,73.74000000000001,2030,521.0,209.0,11116,372.0,0.25707,0.05232428571428571,2020,7,31,1771338.3713461538,1.0122043134183434,0.5557837097878165,0.3088955320655079,-0.5680647467311556,-0.8229838658936565,0.9350162426854147,0.354604887042536
2020-08-03,1775115.97,692154.26,46490,18621,18359,3.979378121475753,29.955426668814777,18621,1775115.97,95.32871328070458,12649.13,7483.4,14855.539999999999,32914.72,13951.69,15014.32,26714.559999999998,18656.34,142239.7,1,1,0,0,0,1,0,0.0,21.797142857142855,28.04,75.9342857142857,1585,404.0,147.0,8541,277.0,0.25583285714285714,0.050057142857142856,2020,8,32,1771338.3713461538,1.0021326239610422,0.5749486652977412,0.33056596772765406,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369
2020-08-10,1789197.93,698733.68,46498,18555,18297,4.03934249528429,30.12665049851792,18555,1789197.93,96.42672756669361,13295.32,7410.54,18584.13,34292.26,16421.89,16429.69,28277.78,19399.13,154110.74,0,1,0,0,0,1,1,0.0,21.21142857142857,29.82857142857143,72.23714285714286,1616,406.0,128.0,9102,265.0,0.24966714285714287,0.045392857142857145,2020,8,33,1771338.3713461538,1.0100825223134942,0.5941136208076659,0.35297099442919505,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309
2020-08-17,1752239.01,685101.32,45711,18273,17993,4.02396979149565,29.912986373337713,18273,1752239.01,95.89224593662782,12560.09,7494.74,19936.26,30204.01,12028.15,14743.12,25392.61,20562.08,142921.06,0,0,0,0,0,1,0,0.05714285714285714,20.81714285714286,30.77857142857143,70.39428571428572,1486,344.0,117.0,12992,241.0,0.2315714285714286,0.028108571428571427,2020,8,34,1771338.3713461538,0.9892175534301564,0.6132785763175906,0.37611061217013086,-0.8229838658936564,-0.5680647467311559,0.9350162426854149,-0.35460488704253545
2020-08-24,1762217.96,688435.78,45993,18312,18073,4.017038007863696,29.94211446046308,18312,1762217.96,96.23295980777633,7265.8,4398.8,12060.16,21992.17,10296.630000000001,10848.41,18729.15,15653.75,101244.87,1,0,0,0,0,1,0,0.05714285714285714,19.560000000000002,29.764285714285716,71.41714285714285,1459,348.0,110.0,12699,293.0,0.23696857142857145,0.03218,2020,8,35,1771338.3713461538,0.9948511185137244,0.6324435318275154,0.39998482095046156,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547
2020-08-31,1747197.06,681983.61,45458,18224,17920,3.9958296751536437,29.77941176470588,18224,1747197.06,95.87341198419666,7250.639999999999,5257.69,12292.78,21778.62,7893.74,11822.27,17190.97,13722.869999999999,97209.57999999999,1,0,0,0,0,1,1,0.0,19.175714285714285,34.00142857142857,36.51714285714286,1795,410.0,138.0,14152,308.0,0.22650714285714288,0.031592857142857145,2020,8,36,1771338.3713461538,0.98637114639604,0.6516084873374401,0.4245936207701869,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711007
2020-09-07,1754857.4,685686.01,45686,18266,17967,4.000328479141574,29.968247016314464,18266,1754857.4,96.07234205627942,12123.91,7115.9,18700.26,27411.78,17169.17,15972.72,33213.53,23779.96,155487.22999999998,0,0,0,0,0,0,0,0.0,17.987142857142857,30.954285714285717,29.73,1798,397.0,140.0,16872,348.0,0.2206385714285714,0.029345714285714284,2020,9,37,1771338.3713461538,0.9906957520862437,0.6707734428473648,0.44993701162930705,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099
2020-09-14,1775536.74,694692.83,46319,18386,18150,3.9976068747960403,29.91406504949418,18386,1775536.74,96.5700391602306,6808.53,3616.06,9599.89,18023.18,8075.53,9881.89,16342.06,13124.81,85471.95,0,0,0,0,0,0,0,0.0,16.66,33.64714285714286,28.82,1741,390.0,128.0,14209,270.0,0.22240857142857143,0.028737142857142857,2020,9,38,1771338.3713461538,1.0023701675082304,0.6899383983572895,0.47601499352782195,-0.992708874098054,-0.12053668025532357,0.23931566428755877,-0.9709418174260518
2020-09-21,1766722.22,690996.55,46069,18324,18030,4.054245797860729,30.386378519973807,18324,1766722.22,96.41575092774504,9899.6,5802.55,17005.670000000002,29688.24,10475.33,13568.98,21920.26,18874.71,127235.34,1,0,0,0,0,0,0,0.0,15.468571428571428,35.68,29.99142857142857,1643,365.0,124.0,12730,273.0,0.22206142857142858,0.031535714285714285,2020,9,39,1771338.3713461538,0.9973939754138303,0.7091033538672142,0.5028275664657317,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0
2020-09-28,1766403.3,689778.05,46106,18445,18145,3.9278937381404173,29.682840878286797,18445,1766403.3,95.76596909731634,10716.35,4392.76,18398.56,26553.06,13044.69,15460.42,26163.1,18878.96,133607.9,1,0,0,0,0,0,0,0.0,15.19857142857143,38.86714285714285,25.547142857142855,1730,387.0,132.0,12960,299.0,0.22261999999999998,0.03368857142857143,2020,9,40,1771338.3713461538,0.9972139307621936,0.7282683093771389,0.5303747304430362,-0.992708874098054,0.1205366802553232,-0.23931566428755807,-0.9709418174260519
2020-10-05,1738441.98,679307.43,45338,18197,17897,3.9792273451667857,29.735670714953017,18197,1738441.98,95.53453756113645,11392.15,5203.89,18513.75,34796.04,9259.85,14552.86,22437.09,22218.2,138373.83000000002,1,0,0,0,0,0,1,0.0,13.662857142857142,40.621428571428574,28.13,1960,427.0,127.0,14395,314.0,0.21796714285714286,0.030937142857142857,2020,10,41,1771338.3713461538,0.9814285108490289,0.7474332648870636,0.5586564854597355,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102
2020-10-12,1780682.79,696157.89,46415,18599,18315,4.105059411796333,30.82423786225066,18599,1780682.79,95.74078122479703,12059.710000000001,9279.1,19546.11,33224.97,12539.25,15104.16,23711.99,21335.52,146800.81,0,0,0,0,0,0,0,0.0,12.718571428571428,40.864285714285714,27.531428571428574,1794,391.0,155.0,15744,313.0,0.21834285714285714,0.03019857142857143,2020,10,42,1771338.3713461538,1.0052753436638675,0.7665982203969883,0.5876728315158295,-0.9350162426854148,0.35460488704253557,-0.6631226582407951,-0.7485107481711012
2020-10-19,1749953.04,683204.04,45299,18150,17874,4.020936639118458,29.867768595041323,18150,1749953.04,96.41614545454546,12590.1,6575.96,13675.55,30304.54,11252.49,13820.38,27028.49,19645.58,134893.09000000003,1,0,0,0,0,0,0,0.0,12.002857142857144,44.361428571428576,27.220000000000002,1731,374.0,141.0,15113,322.0,0.21740428571428572,0.031237142857142856,2020,10,43,1771338.3713461538,0.9879270207815226,0.785763175906913,0.6174237686113183,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568
2020-10-26,1786566.45,697908.71,46618,18581,18322,4.091814218825682,30.51504224745708,18581,1786566.45,96.15017760077498,11111.789999999999,6888.69,15578.93,27090.440000000002,9890.630000000001,14685.76,23571.760000000002,18965.31,127783.31,1,0,0,0,0,0,0,0.0,11.595714285714287,44.34857142857143,28.66857142857143,1908,423.0,166.0,14470,324.0,0.22168857142857143,0.03413571428571428,2020,10,44,1771338.3713461538,1.008596933764989,0.8049281314168378,0.6479092967462021,-0.822983865893657,0.5680647467311548,-0.935016242685414,-0.3546048870425378
2020-11-02,1747737.44,681929.23,45390,18297,17991,3.8727660272175766,28.971962616822427,18297,1747737.44,95.52043723014701,8897.77,7220.55,13727.86,28399.81,9811.51,16246.13,24468.3,21960.920000000002,130732.85,1,0,0,0,0,0,1,0.0,10.881428571428572,48.22571428571429,26.402857142857144,2129,456.0,152.0,16137,370.0,0.21530285714285713,0.03315,2020,11,45,1771338.3713461538,0.986676215155765,0.8240930869267625,0.6791294159204806,-0.7485107481711011,0.6631226582407953,-0.992708874098054,-0.12053668025532294
2020-11-09,1755932.38,686699.82,45881,18362,18071,3.978869404204335,29.822459427077657,18362,1755932.38,95.62860145953599,12127.96,6618.53,23056.2,43985.64,17086.74,24064.7,32055.36,30487.98,189483.11000000002,0,0,0,0,0,0,0,0.0,9.801428571428572,47.755714285714284,27.404285714285713,2100,449.0,161.0,16089,332.0,0.21263285714285715,0.03143,2020,11,46,1771338.3713461538,0.9913026265363145,0.8432580424366872,0.7110841261341538,-0.6631226582407956,0.7485107481711007,-0.9927088740980541,0.12053668025532208
2020-11-16,1755556.05,686464.2,45601,18228,17960,3.9982444590739523,30.063638358569232,18228,1755556.05,96.31095292955892,16966.39,16018.54,31706.32,51754.06,22865.48,23728.0,43942.75,33831.340000000004,240812.88,0,0,1,0,0,0,1,0.0,9.26,48.89714285714286,27.844285714285714,2070,467.0,154.0,14345,399.0,0.22306857142857145,0.04283,2020,11,47,1771338.3713461538,0.9910901713633857,0.8624229979466119,0.7437734273872217,-0.5680647467311559,0.8229838658936564,-0.9350162426854149,0.35460488704253534
2020-11-23,1751220.08,682493.43,45495,18222,17928,3.955109208648886,29.639995609702556,18222,1751220.08,96.1047129843047,15574.17,8354.57,17092.12,34834.27,14907.85,22527.14,38042.7,26015.219999999998,177348.04,1,0,1,0,0,0,1,0.0,8.812857142857142,52.52428571428571,27.375714285714285,2300,560.0,195.0,9714,406.0,0.24274428571428572,0.06247428571428571,2020,11,48,1771338.3713461538,0.9886423217203473,0.8815879534565366,0.7771973196796845,-0.4647231720437684,0.88545602565321,-0.8229838658936561,0.5680647467311561
2020-11-30,1766610.75,689741.37,45883,18405,18087,4.020646563433849,30.12224938875306,18405,1766610.75,95.98537082314589,11704.8,7631.4,18681.28,34728.38,14547.53,15110.45,29571.72,30720.64,162696.2,1,0,1,1,0,0,1,0.0,8.602857142857143,54.18142857142857,25.608571428571427,2558,582.0,187.0,14363,513.0,0.22779,0.04989428571428571,2020,11,49,1771338.3713461538,0.9973310455965785,0.9007529089664613,0.8113558030115422,-0.35460488704253595,0.9350162426854147,-0.6631226582407957,0.7485107481711006
2020-12-07,1753133.34,684478.45,45658,18134,17902,3.998014778868424,29.93823756479541,18134,1753133.34,96.6765931399581,14422.29,8488.81,18443.02,33072.75,11607.16,17900.81,28292.37,23144.31,155371.52,0,0,0,1,0,0,0,0.0,8.534285714285714,54.864285714285714,28.41,2633,577.0,219.0,15506,460.0,0.21780571428571427,0.044354285714285714,2020,12,50,1771338.3713461538,0.9897224428485007,0.919917864476386,0.8462488773827945,-0.2393156642875578,0.970941817426052,-0.4647231720437686,0.8854560256532099
