semana_inicio,venta_neta_total_eur,Yt_indexed,Yt_scaled,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_digital_perf,inv_digital_awareness,inv_offline,inv_crm,logadstock_digital_perf,logadstock_digital_awareness,logadstock_offline,logadstock_crm,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,year_2020,year_2021,year_2022,year_2023
2020-06-08,1799266.96,1.015766941599431,1.79926696,1771338.3713461538,21732.15,19956.6,17272.0,8895.380000000001,7132.58,11290.53,15456.61,8379.42,41688.75,26167.38,35126.56,7132.58,-1.5723056350555478,-1.3651142512450773,-1.3881536160797538,-1.5237794219789862,0.33844345812379045,-1.373119086479104,-0.6572178126533424,1.2522239203637486,0,0,0,0,0,0,1,0.0,1.3792515271283936,-0.8953676231784109,1.839528825112665,1,0,0,0
2020-06-15,1753914.1,0.9901632169053552,1.7539141,1771338.3713461538,23893.66,18872.49,19391.04,7870.67,4653.95,9829.0,12628.31,11809.24,42766.15,27261.71,34266.549999999996,4653.95,-1.2531647857598245,-1.4332685656674844,-1.3184506384371717,-1.2945580975416737,0.170464607980507,-1.4039023532375932,-0.3384434581237909,1.373119086479104,0,0,0,0,0,0,1,0.0285714285714285,1.469385102819274,-1.0713938947286914,1.8009746183701811,1,0,0,0
2020-06-22,1772195.94,1.0004841359887633,1.77219594,1771338.3713461538,26874.47,16923.24,17769.81,9378.42,4431.5599999999995,14891.73,15393.04,11262.44,43797.71000000001,27148.230000000003,41547.21,4431.5599999999995,-1.5334487335018634,-1.3642975298265811,-1.4568361001566106,-0.8325334300248518,-4.869601055442753e-16,-1.414213562373095,8.107396792115883e-16,1.414213562373095,1,0,0,0,0,0,0,0.0571428571428571,1.4049702699302415,-1.2586815576043526,1.5683840854160065,1,0,0,0
2020-06-29,1773950.49,1.001474658199755,1.77395049,1771338.3713461538,19748.77,14282.11,12262.62,6248.6,3893.03,10344.19,9241.35,11386.01,34030.880000000005,18511.22,30971.550000000003,3893.03,-1.5182321576394504,-1.3652534750650316,-1.5134676190942664,-1.507218831643977,-0.17046460798050678,-1.4039023532375932,0.33844345812378995,1.373119086479104,1,1,0,0,0,1,0,0.0,1.3190838260781987,-1.5276143075890163,1.8026864846927237,1,0,0,0
2020-07-06,1772946.88,1.0009080753174358,1.77294688,1771338.3713461538,55891.76,36568.58,28974.25,15232.24,10823.27,24486.4,29729.48,22132.56,92460.34,44206.49,76348.44,10823.27,-1.474887435660034,-1.9939246415131064,-1.1681718225047717,-1.6506121571109664,-0.33844345812379023,-1.373119086479104,0.6572178126533416,1.252223920363749,0,1,0,0,0,1,0,0.0,1.2589161250280039,-1.5325746823394815,1.736667987819011,1,0,0,0
2020-07-13,1765067.86,0.9964600149538972,1.76506786,1771338.3713461538,48085.88,35454.66,27620.34,14422.65,10926.94,24322.04,24195.85,18404.95,83540.54000000001,42042.99,66922.84,10926.94,-1.879352985928878,-0.34863378104728354,-1.6490271765394537,-1.8411620075676278,-0.5014870405393332,-1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,1,0,0.0,1.291241517356932,-1.2188644954181878,1.7923408577869222,1,0,0,0
2020-07-20,1745500.74,0.9854134976331382,1.74550074,1771338.3713461538,33087.82,24338.19,23769.88,11612.68,8751.880000000001,13225.83,23419.86,12747.54,57426.009999999995,35382.56,49393.23,8751.880000000001,0.18428568821174682,-0.3303121416475208,0.24642813300869426,0.046406179735261524,-0.6572178126533419,-1.2522239203637489,1.1638749447610484,0.803364869133239,1,1,0,0,0,1,0,0.0,1.086671333786269,-1.4065543508411835,1.8941596894929411,1,0,0,0
2020-07-27,1792956.34,1.0122043134183434,1.7929563400000001,1771338.3713461538,35248.61,25632.82,22180.82,10608.76,6538.84,11125.5,17189.75,9786.23,60881.43,32789.58,38101.479999999996,6538.84,0.08813242898071406,-0.7230852068611402,0.06326335410243107,0.22476742829231025,-0.8033648691332375,-1.1638749447610492,1.3223126514448467,0.5014870405393339,1,1,0,0,0,1,0,0.0,1.0727501794256353,-1.3557440256945306,1.789140412053473,1,0,0,0
2020-08-03,1775115.97,1.0021326239610422,1.7751159699999999,1771338.3713461538,32914.72,26714.56,18656.34,12649.13,7483.4,15014.32,14855.54,13951.69,59629.28,31305.47,43821.55,7483.4,-0.7841602248385184,-0.9265897707700018,-0.6549290979255862,-0.2623234280222276,-0.937797056801031,-1.0585540516456038,1.403902353237593,0.17046460798050797,1,1,0,0,0,1,0,0.0,0.7546871950504873,-1.543970137847306,1.903463310811108,1,0,0,0
2020-08-10,1789197.93,1.0100825223134942,1.7891979299999998,1771338.3713461538,34292.26,28277.78,19399.13,13295.32,7410.54,16429.69,18584.13,16421.89,62570.04,32694.45,51435.71,7410.54,-0.7552307711898637,-1.0429855107618853,-1.2423411049313209,-0.8903047174760608,-1.0585540516456033,-0.9377970568010313,1.403902353237593,-0.17046460798050697,0,1,0,0,0,1,1,0.0,0.657946969832527,-1.3761217814261697,1.7108411350397794,1,0,0,0
2020-08-17,1752239.01,0.9892175534301564,1.75223901,1771338.3713461538,30204.01,25392.61,20562.08,12560.09,7494.74,14743.12,19936.26,12028.15,55596.619999999995,33122.17,46707.53,7494.74,-0.7969836197266454,-0.9650209150947265,-1.037410375683601,-0.7001546306181375,-1.1638749447610492,-0.803364869133238,1.3223126514448467,-0.5014870405393328,0,0,0,0,0,1,0,0.0571428571428571,0.5928242816370223,-1.286969100100247,1.6148277630362962,1,0,0,0
2020-08-24,1762217.96,0.9948511185137244,1.7622179599999999,1771338.3713461538,21992.17,18729.15,15653.75,7265.8,4398.8,10848.41,12060.16,10296.63,40721.32,22919.55,33205.2,4398.8,-0.6968220113206797,-0.9299747053815878,-0.6817474857051304,-0.7008537337964212,-1.252223920363748,-0.6572178126533433,1.1638749447610501,-0.8033648691332362,1,0,0,0,0,1,0,0.0571428571428571,0.3851867250716433,-1.3821546696361946,1.6681189059467563,1,0,0,0
2020-08-31,1747197.06,0.98637114639604,1.74719706,1771338.3713461538,21778.62,17190.97,13722.87,7250.639999999999,5257.69,11822.27,12292.78,7893.74,38969.59,20973.510000000002,32008.79,5257.69,-0.9371404076240069,-1.6167522229565976,-0.8520787931972778,-0.6785920906870634,-1.3223126514448469,-0.5014870405393336,0.9377970568010318,-1.058554051645603,1,0,0,0,0,1,1,0.0,0.3217156992579084,-0.9845203045043341,-0.1501808444757971,1,0,0,0
2020-09-07,1754857.4,0.9906957520862436,1.7548574,1771338.3713461538,27411.78,33213.53,23779.96,12123.91,7115.9,15972.72,18700.26,17169.17,60625.31,35903.869999999995,51842.149999999994,7115.9,-1.5387624092069443,-1.8341009102854426,-1.501676621758222,-1.5692047505763196,-1.373119086479104,-0.33844345812379056,0.6572178126533424,-1.2522239203637486,0,0,0,0,0,0,0,0.0,0.1254038275960959,-1.270479205659512,-0.5037928835366875,1,0,0,0
2020-09-14,1775536.74,1.0023701675082304,1.77553674,1771338.3713461538,18023.18,16342.06,13124.81,6808.53,3616.06,9881.89,9599.89,8075.53,34365.24,19933.34,27557.309999999998,3616.06,-1.6755008168750762,-0.8336325873394311,-1.6315048600185602,-1.3986826139862207,-1.4039023532375932,-0.17046460798050767,0.33844345812379195,-1.3731190864791039,0,0,0,0,0,0,0,0.0,-0.09379536564167297,-1.0177682217506927,-0.5512041377740665,1,0,0,0
2020-09-21,1766722.22,0.9973939754138303,1.76672222,1771338.3713461538,29688.24,21920.26,18874.71,9899.6,5802.55,13568.98,17005.670000000002,10475.33,51608.5,28774.309999999998,41049.98,5802.55,-0.8470587598380132,-1.8245896793992233,-0.7172804364518853,-0.8465151247872986,-1.414213562373095,-1.827918982236551e-16,4.206217685000614e-16,-1.414213562373095,1,0,0,0,0,0,0,0.0,-0.2905791408411342,-0.8269948901314625,-0.49017238192689117,1,0,0,0
2020-09-28,1766403.3,0.9972139307621936,1.7664033000000001,1771338.3713461538,26553.06,26163.1,18878.96,10716.35,4392.76,15460.42,18398.56,13044.69,52716.16,29595.309999999998,46903.670000000006,4392.76,-1.7940783870087422,-1.297915995241741,-1.7731503319796786,-1.8428291585092786,-1.4039023532375932,0.1704646079805074,-0.3384434581237912,-1.373119086479104,1,0,0,0,0,0,0,0.0,-0.33517402514892536,-0.5278976990966748,-0.7217209092934309,1,0,0,0
2020-10-05,1738441.98,0.9814285108490288,1.73844198,1771338.3713461538,34796.04,22437.09,22218.2,11392.15,5203.89,14552.86,18513.75,9259.85,57233.130000000005,33610.35,42326.46,5203.89,-1.1932791919012595,-1.1927993787545728,-1.2154216805465934,-1.2602533824373872,-1.373119086479104,0.3384434581237901,-0.6572178126533416,-1.252223920363749,1,0,0,0,0,0,1,0.0,-0.5888221766350417,-0.36326688305421795,-0.5871533305474638,1,0,0,0
2020-10-12,1780682.79,1.0052753436638675,1.78068279,1771338.3713461538,33224.97,23711.99,21335.52,12059.71,9279.1,15104.16,19546.11,12539.25,56936.96000000001,33395.229999999996,47189.520000000004,9279.1,-1.0946318908802548,-0.9210699173277155,-0.8960652130534149,-1.637029809879582,-1.3223126514448469,0.5014870405393331,-0.9377970568010313,-1.0585540516456036,0,0,0,0,0,0,0,0.0,-0.7447862958278998,-0.3404759720385687,-0.618339069205959,1,0,0,0
2020-10-19,1749953.04,0.9879270207815226,1.74995304,1771338.3713461538,30304.54,27028.49,19645.58,12590.1,6575.96,13820.38,13675.55,11252.49,57333.03,32235.68,38748.42,6575.96,-0.9172041301333262,-0.9082401407485673,-1.071270569298154,-1.4216499841267625,-1.2522239203637489,0.6572178126533419,-1.1638749447610484,-0.8033648691332392,1,0,0,0,0,0,0,0.0,-0.8629981320088708,-0.012286853413215872,-0.6345645847848427,1,0,0,0
2020-10-26,1786566.45,1.008596933764989,1.78656645,1771338.3713461538,27090.44,23571.76,18965.31,11111.79,6888.69,14685.76,15578.93,9890.63,50662.2,30077.100000000002,40155.32,6888.69,-0.9105734706527537,-0.9809980009902379,-0.8696386970400102,-0.28861680311346893,-1.1638749447610501,0.8033648691332363,-1.3223126514448458,-0.5014870405393362,1,0,0,0,0,0,0,0.0,-0.9302443861237941,-0.01349343105522089,-0.5590936086518721,1,0,0,0
2020-11-02,1747737.44,0.986676215155765,1.7477374399999999,1771338.3713461538,28399.81,24468.3,21960.92,8897.77,7220.55,16246.13,13727.86,9811.51,52868.11,30858.69,39785.5,7220.55,-0.8954650428501754,-1.1290038575169772,-1.235148251248644,-0.8830362292627384,-1.0585540516456033,0.9377970568010315,-1.4039023532375934,-0.1704646079805068,1,0,0,0,0,0,1,0.0,-1.0482202705359416,0.35035676010050076,-0.6771379559367746,1,0,0,0
2020-11-09,1755932.38,0.9913026265363144,1.75593238,1771338.3713461538,43985.64,32055.36,30487.98,12127.96,6618.53,24064.7,23056.2,17086.74,76041.0,42615.94,64207.64,6618.53,-1.1423056038315698,-1.092538229942235,-1.206500532657833,-0.8599876413253686,-0.937797056801032,1.058554051645603,-1.4039023532375934,0.17046460798050572,0,0,0,0,0,0,0,0.0,-1.2265998077671076,0.30624964407609684,-0.6249632475844943,1,0,0,0
2020-11-16,1755556.05,0.9910901713633856,1.75555605,1771338.3713461538,51754.06,43942.75,33831.340000000004,16966.39,16018.54,23728.0,31706.32,22865.48,95696.81,50797.73,78299.8,16018.54,-1.0838757684693057,-0.36707934300281114,-1.2210554621821006,-0.7675246579082571,-0.803364869133238,1.1638749447610492,-1.3223126514448469,0.5014870405393328,0,0,1,0,0,0,1,0.0,-1.3160255281515152,0.41336692584964924,-0.602039124656531,1,0,0,0
2020-11-23,1751220.08,0.9886423217203472,1.7512200800000002,1771338.3713461538,34834.27,38042.7,26015.22,15574.17,8354.57,22527.14,17092.12,14907.85,72876.97,41589.39,54527.10999999999,8354.57,-0.26756773373983894,0.14784109396366268,-0.17647393117549298,-0.9228308380755514,-0.6572178126533423,1.2522239203637486,-1.163874944761049,0.8033648691332382,1,0,1,0,0,0,1,0.0,-1.389878431793519,0.7537558850774957,-0.626451826995401,1,0,0,0
2020-11-30,1766610.75,0.9973310455965784,1.76661075,1771338.3713461538,34728.38,29571.72,30720.64,11704.8,7631.4,15110.45,18681.28,14547.53,64300.1,42425.44,48339.259999999995,7631.4,0.4062684802360178,-0.30458379523785467,0.4333875192606331,1.1737965788116838,-0.5014870405393337,1.3223126514448469,-0.9377970568010323,1.058554051645603,1,0,1,1,0,0,1,0.0,-1.4245633418106902,0.9092703367136923,-0.7185204635599814,1,0,0,0
2020-12-07,1753133.34,0.9897224428485007,1.75313334,1771338.3713461538,33072.75,28292.37,23144.31,14422.29,8488.81,17900.81,18443.02,11607.16,61365.119999999995,37566.600000000006,47950.990000000005,8488.81,-0.22321125605363717,-0.3040798888096831,-0.3989079415666967,-0.24445546694869608,-0.3384434581237908,1.373119086479104,-0.6572178126533428,1.2522239203637486,0,0,0,1,0,0,0,0.0,-1.4358890267142566,0.973353015922401,-0.5725652523205779,1,0,0,0
2020-12-14,1764335.42,0.996046519705418,1.7643354199999999,1771338.3713461538,41467.96,32896.67,27087.52,16156.8,9846.32,19939.92,19486.55,12917.57,74364.63,43244.32,52344.04,9846.32,-0.5779213256912302,-0.5878484029233731,-0.7511152903728939,-0.5955677811441853,-0.17046460798050792,1.4039023532375932,-0.33844345812379245,1.3731190864791039,0,0,0,1,0,1,0,0.0,-1.4172488369771372,1.0505739850107187,-0.6649316047673397,1,0,0,0
2020-12-21,1779872.93,1.0048181413511412,1.77987293,1771338.3713461538,35532.74,25886.09,32700.84,17536.01,9501.45,22228.91,19343.94,16643.010000000002,61418.83,50236.85,58215.86,9501.45,-0.7172763458520524,-0.28508990537968565,-0.8045566771269155,-0.41202916696668457,8.775772111349588e-16,1.414213562373095,1.720431223664411e-15,1.414213562373095,1,0,0,1,0,1,1,0.0,-1.4014400684659096,1.3278187143069726,-0.593851937896544,1,0,0,0
2020-12-28,2145667.98,1.2113258622458278,2.14566798,1771338.3713461538,39638.21,39573.54,26417.24,14022.34,7365.46,27518.82,17942.25,18122.37,79211.75,40439.58,63583.44,7365.46,-0.2894504473870558,0.12586174112129558,-0.6209483654946055,-0.06515617037497254,0.17046460798050714,1.4039023532375932,0.3384434581237908,1.373119086479104,1,0,0,0,0,1,0,0.0,-1.4153612228265426,1.1383860245121922,-0.69269361078075,1,0,0,0
2021-01-04,2661219.74,1.0030136047869724,2.6612197400000004,2653223.9715384617,57617.64,47633.4,35333.5,17212.55,13370.3,22626.72,31107.7,20009.64,105251.04000000001,52546.05,73744.06,13370.3,-0.6851253765081584,-0.3728734109359992,-0.36081780254037993,-0.11275506659356738,0.170464607980507,1.4039023532375932,0.3384434581237905,1.373119086479104,1,1,0,0,0,0,0,0.0,-1.3549575700075234,1.3964595757188119,-0.5648990683544083,0,1,0,0
2021-01-11,2658052.83,1.0018199965450856,2.65805283,2653223.9715384617,55239.5,43235.11,33258.89,20508.73,11726.64,30629.74,28802.24,20430.04,98474.61,53767.619999999995,79862.02,11726.64,-0.13028657961661444,0.23843722485524368,-0.12405186709922159,-0.650812564787651,0.3384434581237906,1.373119086479104,0.6572178126533424,1.2522239203637486,0,1,0,0,0,0,0,0.0,-1.280396811059047,1.2741930413289742,-0.544207814542805,0,1,0,0
2021-01-18,2641187.04,0.9954632810242996,2.64118704,2653223.9715384617,58715.5,44117.8,37889.35,19694.64,13477.51,24962.04,34003.06,23586.19,102833.3,57583.99,82551.29,13477.51,0.6872902732527103,0.3582145812731453,0.276799603836988,0.6821914965219069,0.5014870405393332,1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,0,0,0.0,-1.1199496082585272,1.4232724122078113,-0.6155851972957819,0,1,0,0
2021-01-25,2605796.55,0.982124606875551,2.60579655,2653223.9715384617,53654.22,40898.39,28090.6,14614.51,11611.4,24520.55,26566.42,23883.43,94552.61,42705.11,74970.4,11611.4,0.5761792309978867,0.5595322451595395,0.5293962979118546,0.46178691533096655,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332378,1,1,0,0,0,0,0,0.0,-1.0673323638107088,1.549829000435888,-0.5408585108682649,0,1,0,0
2021-02-01,2654187.01,1.0003629691544584,2.65418701,2653223.9715384617,24151.6,21342.84,17677.18,10983.37,5547.07,10350.38,13449.36,10823.85,45494.44,28660.550000000003,34623.59,5547.07,0.6859666699641822,-0.1957784225094701,0.6451548443341444,0.7982900684567337,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393331,1,1,0,0,0,0,0,0.0,-0.9116041963866756,1.2346441075077002,-0.6248143896434035,0,1,0,0
